target_path	source_repository	source_commit	source_path	source_blob_sha	bytes_status	transformation	target_sha256	classification	requirement	validation_status
simulation/src/fluxemu/composite_multihypothesis.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/composite_multihypothesis.py	da7cf341b824b6959adddb2cf7f0f7c3c732c510	unchanged	path relocation only; bytes identical to source blob	88ccc3c672de499bb86c3164af35b767bd1a2deb75998581dfa118f44d1d87ba	CORE	required	focused-suite-passed
simulation/src/fluxemu/configuration.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/configuration.py	67051b1cdae0d2fbfebbc53e91cca6d5fb63c596	unchanged	path relocation only; bytes identical to source blob	b33ce0a8133a9e6de4e93a366078124a51f9a8cf218bd32f86d6c9ebf1834733	CORE	required	focused-suite-passed
simulation/src/fluxemu/control0_composite_mid_classes.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/control0_composite_mid_classes.py	c112eef6a7e47c4be763e04891770e4b0fcabb56	unchanged	path relocation only; bytes identical to source blob	9f723419b91911d92f3d079c560eade066113f0df28bcda8d33be2465ce20d55	CONTROL0	required	focused-suite-passed
simulation/src/fluxemu/emu_topology_edge_reconstruction.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/emu_topology_edge_reconstruction.py	0f5df27b8e0f457a4a3fb91505a40731ae526160	unchanged	path relocation only; bytes identical to source blob	0501207118ce95670c91e315ba0dccd04b2170ce8afa261b7d4554e0f54a98b9	TOPOLOGY	required	focused-suite-passed
simulation/src/fluxemu/emu_topology_inference.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/emu_topology_inference.py	beb7ac5389dee4031e89ee9c240912e9eee65c02	unchanged	path relocation only; bytes identical to source blob	28e1f63193fcd007a132de70c720503f530adbc3f6da4ccfbeb9a652ab853a20	TOPOLOGY	required	focused-suite-passed
simulation/src/fluxemu/emu_topology_xw_inference.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/emu_topology_xw_inference.py	f074862e8ef46d89c1ae75e8ef09f897fc5e4c67	unchanged	path relocation only; bytes identical to source blob	f7dc172303a2e0adc72759140feb794c419b66c51871bf1dbdc15d20f3d6b5a5	TOPOLOGY	required	focused-suite-passed
simulation/src/fluxemu/emu_topology_xw_panel.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/emu_topology_xw_panel.py	185ce31f8ea45f3406857fc8b3c5879ef733e2bc	unchanged	path relocation only; bytes identical to source blob	556cd13e766de20e18e5397d310531bc78e5d9bab7a226094420727623b0e7d9	TOPOLOGY	required	focused-suite-passed
simulation/src/fluxemu/exceptions.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/exceptions.py	a274f6588b883cb7719b1852545729fe0ed8adff	unchanged	path relocation only; bytes identical to source blob	61ea7955bc816408806864482892d3460c378689081d077a5e0236f8b1bf43b1	CORE	required	focused-suite-passed
simulation/src/fluxemu/flux_conversion.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/flux_conversion.py	0778370bd3f33d2b940b8366afa66ae2854ade91	unchanged	path relocation only; bytes identical to source blob	f30303ed13e63e72428c38a8061209a9f44cd2944c28da9f85f0eef110f1ae21	CORE	required	focused-suite-passed
simulation/src/fluxemu/forward.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/forward.py	55b5963b2fe9db9fb0ed932668e51e8c77c587e5	unchanged	path relocation only; bytes identical to source blob	6fae5b82f2a13630dbdb7cebff9be62f4f788ffe4a4be590976fd00db4847f7f	CORE	required	focused-suite-passed
simulation/src/fluxemu/isotope_metadata.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/isotope_metadata.py	e2e331b53854472578509a7bd5fcc0c71b7f68c5	unchanged	path relocation only; bytes identical to source blob	96b9bf2f30295cab1fa8f3a380c3bb3fb5009983c3771069bf33fdafca1625bd	CORE	required	focused-suite-passed
simulation/src/fluxemu/mfapy_model.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/mfapy_model.py	2d09d88d56765e22e97231b0381557e58b96f571	unchanged	path relocation only; bytes identical to source blob	8a3a4daa8618b384ed56ca7f6d5df212283165d57ae6acf8da3cfa48937e968f	CORE	required	focused-suite-passed
simulation/src/fluxemu/model_identity.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/model_identity.py	352ed36198f501fbf29a009ed78f38b85fd802b5	unchanged	path relocation only; bytes identical to source blob	9b84eec2d649511fc33d3bb52f2d850462e06a2e96635975480ac2a74c0a38f0	CORE	optional	focused-suite-passed
simulation/src/fluxemu/multiclass_rule_column_generation.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/multiclass_rule_column_generation.py	993cd6337c7bba6d74db291237676304fb1485f5	unchanged	path relocation only; bytes identical to source blob	26ec146d06d8fbb35b81a347fc6c04a9764987e54657cee089b97ad42f8f5bd3	CORE	required	focused-suite-passed
simulation/src/fluxemu/output.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/output.py	a02c23e9540a0fb5b51dd9342a2dbde81a0ab3d6	unchanged	path relocation only; bytes identical to source blob	b7d420b34efb807c301a1b86f6b271601a398952b6ea240921ebecd201facce9	CORE	required	focused-suite-passed
simulation/src/fluxemu/pipeline.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/pipeline.py	c720c188283acf041fdcb3c5e97012f4cbf7b433	transformed	replaced vendored-source fallback identifier with external-source identifier	daa248ca4b66b28d61a1256196008c937794ec602b32d3e7d102ae5b87c035bf	CORE	required	focused-suite-passed
simulation/src/fluxemu/product_multinomial.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/product_multinomial.py	b17b2fafbd58ca4c849209dea89c37d70e1031bb	unchanged	path relocation only; bytes identical to source blob	e0cfa1d70156061e8547e81ef3e43510540630e17fd01910a7ac6800b85b22bc	CORE	required	focused-suite-passed
simulation/src/fluxemu/robust_mid_estimation.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/robust_mid_estimation.py	0f8b5171bd2494f713d4eb170214c90ad78b3059	unchanged	path relocation only; bytes identical to source blob	f7ec0388595a16ac0c07d1407a8231203df019788c37a96715453b7728abe7b1	CORE	optional	focused-suite-passed
simulation/src/fluxemu/topology_pairwise_renyi.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/topology_pairwise_renyi.py	633f5c216f25ff12007b5170c36a03cb53112128	unchanged	path relocation only; bytes identical to source blob	e298f8222fef716dcb633f8b611ad3878227640c1af572d39c42f21bca7ef748	TOPOLOGY	required	focused-suite-passed
simulation/src/fluxemu/topology_three_edge_motif.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/topology_three_edge_motif.py	4b95168b2ba8f60eb1051da961a7791bef1cb2bf	unchanged	path relocation only; bytes identical to source blob	dc10d65fce4f51da4da46731856972233aa61fb03dc6387c3e5f42693b58a25a	TOPOLOGY	required	focused-suite-passed
simulation/src/fluxemu/toy.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/toy.py	55a999d4a613a23573ebea71fb1519cda4100390	unchanged	path relocation only; bytes identical to source blob	af82e02c2fad47aa24813cf2259ae3f4a27f25a307112b1dd81b164bb9001969	CORE	required	focused-suite-passed
simulation/src/fluxemu/validation.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/validation.py	f1b2dd4ab592c94a15c85b2ddf2259a3afb0b43b	unchanged	path relocation only; bytes identical to source blob	193cb5ba88332cb41a6fc2ebe46be985ff71ae71986eb614d57ee9080d3ac6d8	CORE	required	focused-suite-passed
simulation/tests/test_antoniewicz_tca.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_antoniewicz_tca.py	4c0440dc364e3f4bb1e556b7c50d14b6cb936636	unchanged	path relocation only; bytes identical to source blob	c01d03a7d15d1313a90c28156103d7cdf7719536a6be7017e832537f339d3a6e	TEST	required	focused-suite-passed
simulation/tests/test_carbon_transitions.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_carbon_transitions.py	37e4e30650ab2606ce879165b595264c447b032a	transformed	removed tests requiring excluded bulk inventory and glucose case study	2295b9ab19adf89c02ee04f27f9bc5c8364072f9e93e3d92a3e55d0cb59e45e1	TEST	required	focused-suite-passed
simulation/tests/test_cli.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_cli.py	7b32168f85348b41903b97d0b3d9df608746fa55	unchanged	path relocation only; bytes identical to source blob	f4843c62b3040848b92752c51e31951ce7d342997b82782c833959928fdb95bd	TEST	required	focused-suite-passed
simulation/tests/test_composite_mid_minimax.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_composite_mid_minimax_solver.py	f8388188c9c2277a202c16e05ba8fc750fa87fb2	unchanged	path relocation only; bytes identical to source blob	42b2a5282b4df07121034fae7c506932056741654a894c935ad15f8adf2d4d21	TEST	required	focused-suite-passed
simulation/tests/test_composite_mid_renyi.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_composite_mid_renyi.py	1b89262712c37573f91dbf3f48d742f4e13ff2ae	unchanged	path relocation only; bytes identical to source blob	4fc9badd22d8d471ba291302e4e3e29dfa9af735f175141dd936798fd05acf43	TEST	required	focused-suite-passed
simulation/tests/test_composite_multihypothesis.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_composite_multihypothesis.py	8c16d0b72ef17683d5857d8b5a7d615e40bc3f48	unchanged	path relocation only; bytes identical to source blob	22de2d5926097936457706cd63915bc58dc612798d59f85b3d1a05d17a54e2a5	TEST	required	focused-suite-passed
simulation/tests/test_control0_mid_classes.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_control0_composite_mid_class_construction.py	b27690d3ddf9c8c70d9c3c5ec00e25a1085ff59d	transformed	replaced excluded biology runner with deterministic positive normalized callback for pure class-construction tests	1a4273aa649b94c4b51b44f59d48f62e0fa64f610c544eda2cd5314989c7d8c6	TEST	required	focused-suite-passed
simulation/tests/test_emu_topology_classes.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_emu_topology_classes.py	e89d3e2fd47ce2b442f166800ecee68237769507	unchanged	path relocation only; bytes identical to source blob	8de6913fd6c636f840367c3bf5a8fc2f3d52d156bcac3b1043c455b57fcd4893	TEST	required	focused-suite-passed
simulation/tests/test_emu_topology_inference.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_emu_topology_inference.py	497b038216be5b3dce368e457fa1b5e3eac89c45	transformed	removed excluded result-writer runner test	3fa1f241a20d84b5e6733dc011a9f099a68f3c5a194f0c366544053564783091	TEST	required	focused-suite-passed
simulation/tests/test_emu_topology_xw_inference.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_emu_topology_xw_inference.py	bf54842dd7aac6182b2c3f447fbf7aef6e5a0520	transformed	redirected frozen artifact path to compact topology fixture	68587ef006aae3400fab372c1a2fff6669e0a971827ecbf91f146e3137f654a4	TEST	required	focused-suite-passed
simulation/tests/test_emu_topology_xw_panel.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_emu_topology_xw_panel.py	e70229badca59c2bda295477ed11065430258d71	transformed	redirected frozen artifact path to compact topology fixture	ae582a16053e51f151fc7c9b541a7582b8b4a13962d702a613cba85c914fb4e8	TEST	required	focused-suite-passed
simulation/tests/test_mfapy_forward_regression.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_mfapy_forward_regression.py	183a655cc28885954ed0813ba4af515c4b6614eb	transformed	retained direct-dictionary forward regression; removed vendor text-model and patch subprocess assumptions	287c37068839c8d4dbe84abf30babf0958b2ebb8d7b318c91abb8514dba4904a	TEST	required	focused-suite-passed
simulation/tests/test_product_multinomial.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_product_multinomial.py	4474528a7bc2f2a02259c42ef49c32f55c2ae430	unchanged	path relocation only; bytes identical to source blob	a5112fa359af4566256510d9cba02b2d7295d4e225702826c1e6d34b16d6ea09	TEST	required	focused-suite-passed
simulation/tests/test_r1_observable_fixture.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	(target-authored export file)	-	target-authored	new integrity and normalization checks for the compact generated R1 fixture	a23009aee5db588fe19ffe3c643d0b429877cb7fddd452f0e51ebab12a737c50	TEST	required	focused-suite-passed
simulation/tests/test_robust_mid_estimation.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_robust_mid_estimation.py	96f5f972a7f64c22544745164443d6074bdc57f9	unchanged	path relocation only; bytes identical to source blob	18e6f9d6ee6a0802803cc217f94b912603a8c153d0195b7b617f3008e3f4ccc2	TEST	optional	focused-suite-passed
simulation/tests/test_three_edge_topology_classes.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_three_edge_topology_classes.py	2ea3c8f51785025e3418e88b2f4feab5b39189a7	unchanged	path relocation only; bytes identical to source blob	cf0f0d44fee15df168ce2d28c37a3556896b04babfe22e110564adc4af8e6efa	TEST	required	focused-suite-passed
simulation/tests/test_three_edge_topology_renyi.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/test_three_edge_topology_renyi.py	cb2f94568e1e8ba4ba829756c97765d292e8c3c2	unchanged	path relocation only; bytes identical to source blob	8100a9ad61416d5330749323ed94fbf308e02e0ffdb052ebf8e51dbb075e870b	TEST	required	focused-suite-passed
