"workstream_record_id","search_source","query_id","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"A0055","OpenAlex","PHASE2-SEARCH-0004","2026-07-31","The return of metabolism: biochemistry and physiology of the pentose phosphate pathway","Anna Stincone; Alessandro Prigione; Thorsten Cramer; Mirjam M. C. Wamelink; Kate Campbell; Eric C. Cheung; Viridiana Olín‐Sandoval; Nana‐Maria Grüning; Antje Krüger; Mohammad Tauqeer Alam; Markus A. Keller; Michael Breitenbach; Kevin M. Brindle; Joshua D. Rabinowitz; Markus Ralser","2014","10.1111/brv.12140","https://openalex.org/W1673751863","A-DUP-0024","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0056","OpenAlex","PHASE2-SEARCH-0004","2026-07-31","GC/MS-based 13C metabolic flux analysis resolves the parallel and cyclic photomixotrophic metabolism of Synechocystis sp. PCC 6803 and selected deletion mutants including the Entner-Doudoroff and phosphoketolase pathways","Dennis Schulze; Michael Kohlstedt; Judith Becker; Edern Cahoreau; Lindsay Peyriga; Alexander Makowka; Sarah Hildebrandt; Kirstin Gutekunst; Jean‐Charles Portais; Christoph Wittmann","2022","10.1186/s12934-022-01790-9","https://openalex.org/W4224281643","A-DUP-0047","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0057","OpenAlex","PHASE2-SEARCH-0004","2026-07-31","Dynamic Imaging of Glucose and Lactate Metabolism by 13C-MRS without Hyperpolarization","Jeffrey Brender; Shun Kishimoto; Hellmut Merkle; Galen D. Reed; Ralph E. Hurd; Albert P. Chen; Jan Henrik Ardenkjær‐Larsen; Jeeva Munasinghe; Keita Saito; Tomohiro Seki; Nobu Oshima; Kazutoshi Yamamoto; Peter L. Choyke; John C. Mitchell; Murali C. Krishna","2019","10.1038/s41598-019-38981-1","https://openalex.org/W2918344699","A-DUP-0048","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0058","OpenAlex","PHASE2-SEARCH-0004","2026-07-31","Quantification of Metabolic Rearrangements During Neural Stem Cells Differentiation into Astrocytes by Metabolic Flux Analysis","João V. Sá; Susanne Kleiderman; Catarina Brito; Ursula Sonnewald; Marcel Leist; Ana P. Teixeira; Paula M. Alves","2016","10.1007/s11064-016-1907-z","https://openalex.org/W2342253465","A-DUP-0049","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0059","OpenAlex","PHASE2-SEARCH-0004","2026-07-31","One‐shot 13C15N‐metabolic flux analysis for simultaneous quantification of carbon and nitrogen flux","Khushboo Borah; Martin Beyß; Ye Xu; Jim Barber; Catia Costa; Jane Newcombe; Axel Theorell; Melanie J. Bailey; Dany J. V. Beste; Johnjoe McFadden; Katharina Nöh","2023","10.15252/msb.202211099","https://openalex.org/W4318219817","A-DUP-0050","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0060","OpenAlex","PHASE2-SEARCH-0004","2026-07-31","Metabolic Modelling as a Framework for Metabolomics Data Integration and Analysis","Svetlana Volkova; Marta R. A. Matos; Matthias Mattanovich; Igor Marín de Mas","2020","10.3390/metabo10080303","https://openalex.org/W3044317230","A-DUP-0028","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0061","PubMed","PHASE2-SEARCH-0005","2026-07-31","Model validation and selection in metabolic flux analysis and flux balance analysis.","Kaste JAM; Shachar-Hill Y","2024","10.1002/btpr.3413","PMID:37997613","A-DUP-0026","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0062","PubMed","PHASE2-SEARCH-0005","2026-07-31","BayFlux: A Bayesian method to quantify metabolic Fluxes and their uncertainty at the genome scale.","Backman TWH; Schenk C; Radivojevic T; Ando D; Singh J; Czajka JJ; Costello Z; Keasling JD; Tang Y; Akhmatskaya E; Garcia Martin H","2023","10.1371/journal.pcbi.1011111","PMID:37948450","A-DUP-0051","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0063","PubMed","PHASE2-SEARCH-0005","2026-07-31","Validation-based model selection for 13C metabolic flux analysis with uncertain measurement errors.","Sundqvist N; Grankvist N; Watrous J; Mohit J; Nilsson R; Cedersund G","2022","10.1371/journal.pcbi.1009999","PMID:35404953","A-DUP-0052","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","P0030","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0064","PubMed","PHASE2-SEARCH-0005","2026-07-31","A Pareto approach to resolve the conflict between information gain and experimental costs: Multiple-criteria design of carbon labeling experiments.","Nöh K; Niedenführ S; Beyß M; Wiechert W","2018","10.1371/journal.pcbi.1006533","PMID:30379837","A-DUP-0002","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","P0036","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0065","PubMed","PHASE2-SEARCH-0005","2026-07-31","A comprehensive evaluation of constraining amino acid biosynthesis in compartmented models for metabolic flux analysis.","Lehnen M; Ebert BE; Blank LM","2017","10.1016/j.meteno.2017.07.001","PMID:29188182","A-DUP-0053","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0066","PubMed","PHASE2-SEARCH-0005","2026-07-31","To be certain about the uncertainty: Bayesian statistics for (13) C metabolic flux analysis.","Theorell A; Leweke S; Wiechert W; Nöh K","2017","10.1002/bit.26379","PMID:28695999","A-DUP-0054","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0067","Crossref","PHASE2-SEARCH-0006","2026-07-31","Power Analysis and Sample Size Determination in Metabolic Phenotyping","","","10.1021/acs.analchem.6b00188.s001","10.1021/acs.analchem.6b00188.s001","A-DUP-0055","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Adjacent sample-size/power lead; supplemental record cannot support a substantive claim."
"A0068","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C-Metabolic Flux Analysis and Metabolic Regulation","Yu Matsuoka; Kazuyuki Shimizu","2012","10.5772/35121","10.5772/35121","A-DUP-0056","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0069","Crossref","PHASE2-SEARCH-0006","2026-07-31","Investigating E. coli Coculture for Resveratrol Production with 13C Metabolic Flux Analysis","","","10.1021/acs.jafc.9b07628.s001","10.1021/acs.jafc.9b07628.s001","A-DUP-0057","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0070","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C Metabolic Flux Analysis","Wolfgang Wiechert","2001","10.1006/mben.2001.0187","10.1006/mben.2001.0187","A-DUP-0058","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","P0001","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0071","Crossref","PHASE2-SEARCH-0006","2026-07-31","Discrimination of Microalgal Cellular Metabolic Heterogeneity and 13C Metabolic Flux Analysis via Micro Label-Free Mass Cytometry","","","10.1021/acs.analchem.5c03905.s004","10.1021/acs.analchem.5c03905.s004","A-DUP-0059","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0072","Crossref","PHASE2-SEARCH-0006","2026-07-31","Discrimination of Microalgal Cellular Metabolic Heterogeneity and 13C Metabolic Flux Analysis via Micro Label-Free Mass Cytometry","","","10.1021/acs.analchem.5c03905.s001","10.1021/acs.analchem.5c03905.s001","A-DUP-0059","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0073","Crossref","PHASE2-SEARCH-0006","2026-07-31","Discrimination of Microalgal Cellular Metabolic Heterogeneity and 13C Metabolic Flux Analysis via Micro Label-Free Mass Cytometry","","","10.1021/acs.analchem.5c03905.s002","10.1021/acs.analchem.5c03905.s002","A-DUP-0059","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0074","Crossref","PHASE2-SEARCH-0006","2026-07-31","Discrimination of Microalgal Cellular Metabolic Heterogeneity and 13C Metabolic Flux Analysis via Micro Label-Free Mass Cytometry","","","10.1021/acs.analchem.5c03905.s003","10.1021/acs.analchem.5c03905.s003","A-DUP-0059","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0075","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C-Metabolic flux analysis of soybean somatic embryos for identification of metabolic control points in developing seed","Quyen Xuan Truong","","10.31274/etd-180810-3030","10.31274/etd-180810-3030","A-DUP-0060","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0076","Crossref","PHASE2-SEARCH-0006","2026-07-31","Parallel labeling experiments with [U-13C]glucose validate E. coli metabolic network model for 13C metabolic flux analysis","Robert W. Leighty; Maciek R. Antoniewicz","2012","10.1016/j.ymben.2012.06.003","10.1016/j.ymben.2012.06.003","A-DUP-0061","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","P0033","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0077","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C metabolic flux analysis at a genome-scale","Saratram Gopalakrishnan; Costas D. Maranas","2015","10.1016/j.ymben.2015.08.006","10.1016/j.ymben.2015.08.006","A-DUP-0062","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0078","Crossref","PHASE2-SEARCH-0006","2026-07-31","CHAPTER 2. Experimental Design: Sample Collection, Sample Size, Power Calculations, Essential Assumptions and Univariate Approaches to Metabolomics Analysis","Martin Grootveld; Victor Ruiz Rodado","2014","10.1039/9781849735162-00035","10.1039/9781849735162-00035","A-DUP-0063","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Adjacent metabolomics sample-size/design chapter retained for discovery only."
"A0079","Crossref","PHASE2-SEARCH-0006","2026-07-31","An Introduction to 13C Metabolic Flux Analysis","Wolfgang Wiechert","2002","10.1007/978-1-4615-0721-5_10","10.1007/978-1-4615-0721-5_10","A-DUP-0064","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0080","Crossref","PHASE2-SEARCH-0006","2026-07-31","Supplemental Information 3: Linear model regression analysis of the correlation of sample size (lacerates) per replicate to host protein","","","10.7717/peerj.20851/supp-3","10.7717/peerj.20851/supp-3","A-DUP-0065","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0081","Crossref","PHASE2-SEARCH-0006","2026-07-31","Rethinking 13C-metabolic flux analysis – The Bayesian way of flux inference","Axel Theorell; Johann F. Jadebeck; Wolfgang Wiechert; Johnjoe McFadden; Katharina Nöh","2024","10.1016/j.ymben.2024.03.005","10.1016/j.ymben.2024.03.005","A-DUP-0066","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0082","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C-Metabolic Flux Analysis for Escherichia coli","Yu Matsuoka; Kazuyuki Shimizu","2014","10.1007/978-1-4939-1170-7_16","10.1007/978-1-4939-1170-7_16","A-DUP-0067","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0083","Crossref","PHASE2-SEARCH-0006","2026-07-31","GC-MS-Based 13C Metabolic Flux Analysis","Judith Becker; Christoph Wittmann","2014","10.1007/978-1-4939-1170-7_10","10.1007/978-1-4939-1170-7_10","A-DUP-0068","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0084","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C metabolic flux analysis: optimal design of isotopic labeling experiments","Maciek R Antoniewicz","2013","10.1016/j.copbio.2013.02.003","10.1016/j.copbio.2013.02.003","A-DUP-0069","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Secondary isotope-design review retained for primary-source discovery only."
"A0085","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C-metabolic flux analysis of co-cultures: A novel approach","Nikodimos A. Gebreselassie; Maciek R. Antoniewicz","2015","10.1016/j.ymben.2015.07.005","10.1016/j.ymben.2015.07.005","A-DUP-0070","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0086","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C Metabolic Flux Analysis","Meghna Rajvanshi; Kareenhalli V. Venkatesh","2013","10.1007/978-1-4419-9863-7_699","10.1007/978-1-4419-9863-7_699","A-DUP-0071","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0087","Crossref","PHASE2-SEARCH-0006","2026-07-31","13C-Based Metabolic Flux Analysis of Recombinant Pichia pastoris","Pau Ferrer; Joan Albiol","2014","10.1007/978-1-4939-1170-7_17","10.1007/978-1-4939-1170-7_17","A-DUP-0072","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0088","Crossref","PHASE2-SEARCH-0006","2026-07-31","Sample size, power, and efficient design","","2016","10.1093/hesc/9780198717355.003.0006","10.1093/hesc/9780198717355.003.0006","A-DUP-0073","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0089","Crossref","PHASE2-SEARCH-0006","2026-07-31","Power and Sample Size Determination","","1999","10.1201/9781420002027-6","10.1201/9781420002027-6","A-DUP-0074","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0090","Crossref","PHASE2-SEARCH-0006","2026-07-31","Synergy between 13C-metabolic flux analysis and flux balance analysis for understanding metabolic adaption to anaerobiosis in E. coli","Xuewen Chen; Ana P. Alonso; Doug K. Allen; Jennifer L. Reed; Yair Shachar-Hill","2011","10.1016/j.ymben.2010.11.004","10.1016/j.ymben.2010.11.004","A-DUP-0075","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0091","Crossref","PHASE2-SEARCH-0006","2026-07-31","Publishing 13C metabolic flux analysis studies: A review and future perspectives","Scott B. Crown; Maciek R. Antoniewicz","2013","10.1016/j.ymben.2013.08.005","10.1016/j.ymben.2013.08.005","A-DUP-0076","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0092","PubMed","PHASE2-SEARCH-0007","2026-07-31","Combining Gas Exchange and Rapid Quenching of Leaf Tissue for Mass Spectrometry Analysis Directly in Gas Exchange Cuvette.","Xu Y; Fu X; Sharkey TD; Walker BJ","2024","10.1007/978-1-0716-3802-6_17","PMID:38861090","A-DUP-0077","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0093","PubMed","PHASE2-SEARCH-0007","2026-07-31","(13)CO(2)-labelling and Sampling in Algae for Flux Analysis of Photosynthetic and Central Carbon Metabolism.","Geffen O; Achaintre D; Treves H","2023","10.21769/bioprotoc.4808","PMID:37719071","A-DUP-0078","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0094","PubMed","PHASE2-SEARCH-0007","2026-07-31","Isotopically non-stationary metabolic flux analysis: complex yet highly informative.","Wiechert W; Nöh K","2013","10.1016/j.copbio.2013.03.024","PMID:23623747","A-DUP-0079","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0095","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Optimization of 13C isotopic tracers for metabolic flux analysis in mammalian cells","Jason L. Walther; Christian M. Metallo; Jie Zhang; Gregory Stephanopoulos","2011","10.1016/j.ymben.2011.12.004","https://openalex.org/W1999612141","A-DUP-0010","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","P0007","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0096","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Systematic NMR Analysis of Stable Isotope Labeled Metabolite Mixtures in Plant and Animal Systems: Coarse Grained Views of Metabolic Pathways","Eisuke Chikayama; Michitaka Suto; Takashi Nishihara; Kazuo Shinozaki; Takashi Hirayama; Jun Kikuchi","2008","10.1371/journal.pone.0003805","https://openalex.org/W1966222081","A-DUP-0080","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0097","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","IsoDesign: A software for optimizing the design of <sup>13</sup>C‐metabolic flux analysis experiments","Pierre Millard; Sergueï Sokol; Fabien Létisse; Jean‐Charles Portais","2013","10.1002/bit.24997","https://openalex.org/W2096303998","A-DUP-0003","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Abstract-level software/design lead; no load-bearing claim."
"A0098","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Laser spectroscopy for breath analysis: towards clinical implementation","Ben Henderson; Amir Khodabakhsh; Markus Metsälä; Irène Ventrillard; Florian M. Schmidt; D. Romanini; Grant A. D. Ritchie; S. te Lintel Hekkert; Raphaël Briot; Terence H. Risby; Nándor Marczin; Frans J. M. Harren; Simona M. Cristescu","2018","10.1007/s00340-018-7030-x","https://openalex.org/W2884799384","A-DUP-0081","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0099","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Genome-scale models of bacterial metabolism: reconstruction and applications","Maxime Durot; Pierre-Yves Bourguignon; Vincent Schächter","2008","10.1111/j.1574-6976.2008.00146.x","https://openalex.org/W2151023149","A-DUP-0082","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0100","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Achieving Metabolic Flux Analysis for S. cerevisiae at a Genome-Scale: Challenges, Requirements, and Considerations","Saratram Gopalakrishnan; Costas D. Maranas","2015","10.3390/metabo5030521","https://openalex.org/W1959572216","A-DUP-0083","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0101","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Practical Guide to Measuring Wetland Carbon Pools and Fluxes","Sheel Bansal; Irena F. Creed; Brian A. Tangen; Scott D. Bridgham; Ankur R. Desai; Ken W. Krauss; Scott C. Neubauer; Gregory B. Noe; Donald O. Rosenberry; Carl Trettin; Kimberly P. Wickland; Scott T. Allen; Ariane Arias‐Ortiz; Anna R. Armitage; Dennis Baldocchi; Kakoli Banerjee; David Bastviken; Peter Berg; Matthew J. Bogard; Alex Chow; William H. Conner; Christopher Craft; Courtney A. Creamer; Tonya DelSontro; Jamie A. Duberstein; Meagan Eagle; M. Siobhan Fennessy; Sarah A. Finkelstein; Mathias Göckede; Sabine Grunwald; Meghan Halabisky; Ellen R. Herbert; M. M. R. Jahangir; Olivia F. Johnson; Miriam C. Jones; Jeffrey J. Kelleway; Sara Knox; Kevin D. Kroeger; Kevin A. Kuehn; David A. Lobb; Amanda L. Loder; Shizhou Ma; Damien T. Maher; Gavin McNicol; Jacob Meier; Beth A. Middleton; Christopher T. Mills; Purbasha Mistry; Abhijit Mitra; Courtney Mobilian; Amanda M. Nahlik; Susan Newman; Jessica L. O’Connell; Patricia Y. Oikawa; Max Post van der Burg; Charles A. Schutte; Changchun Song; Camille L. Stagg; Jessica Turner; Rodrigo Vargas; Mark P. Waldrop; Marcus B. Wallin; Zhaohui Aleck Wang; Eric J. Ward; Debra A. Willard; Stephanie A. Yarwood; Xiaoyan Zhu","2023","10.1007/s13157-023-01722-2","https://openalex.org/W4389091633","A-DUP-0084","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0102","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Molecular imaging in living subjects: seeing fundamental biological processes in a new light","Tarik F. Massoud; Sanjiv S. Gambhir","2003","10.1101/gad.1047403","https://openalex.org/W2119507443","A-DUP-0085","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0103","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Recent advances in constraint and machine learning-based metabolic modeling by leveraging stoichiometric balances, thermodynamic feasibility and kinetic law formalisms","Patrick F. Suthers; Charles Foster; Debolina Sarkar; Lin Wang; Costas D. Maranas","2020","10.1016/j.ymben.2020.11.013","https://openalex.org/W3110784682","A-DUP-0086","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0104","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Spatial scale affects the relative role of stochasticity versus determinism in soil bacterial communities in wheat fields across the North China Plain","Yu Shi; Yuntao Li; Xingjia Xiang; Ruibo Sun; Teng Yang; Dan He; Kaoping Zhang; Yingying Ni; Yong‐Guan Zhu; Jonathan M. Adams; Haiyan Chu","2018","10.1186/s40168-018-0409-4","https://openalex.org/W2788881557","A-DUP-0087","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0105","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Monitoring and modelling the glutamine metabolic pathway: a review and future perspectives","Zohreh Mirveis; Orla Howe; Paul A. Cahill; Nitin Patil; Hugh J. Byrne","2023","10.1007/s11306-023-02031-9","https://openalex.org/W4385164381","A-DUP-0088","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0106","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Industrial systems biology","José M. Otero; Jens Nielsen","2009","10.1002/bit.22592","https://openalex.org/W1981656731","A-DUP-0089","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
