"workstream_record_id","search_source","query_id","search_date","title","year","doi_or_identifier","source_native_id","citation_anchor","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"AC0067","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Experimental design principles for isotopically instationary 13 C labeling experiments","","10.1002/bit.20803","","10.1186/1752-0509-6-43","A-CLOSE-DUP-0046","FULL_TEXT_UNAVAILABLE","LOAD_BEARING_DYNAMIC_DESIGN_FULL_TEXT_NOT_LEGALLY_RETRIEVED","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0068","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Eukaryotic metabolism: measuring compartment fluxes","","10.1002/biot.201100032","","10.1186/1752-0509-6-43","A-CLOSE-DUP-0047","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0069","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","An elementary metabolite unit (EMU) based method of isotopically nonstationary flux analysis","","10.1002/bit.21632","","10.1186/1752-0509-6-43","A-CLOSE-DUP-0028","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0070","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Determination of confidence intervals of metabolic fluxes estimated from stable isotope measurements","","10.1016/j.ymben.2006.01.004","","10.1186/1752-0509-6-43","A-CLOSE-DUP-0003","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0071","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Expanding insights of mitochondrial dysfunction in Parkinson’s disease","","10.1038/nrn1868","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0048","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0072","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Determination of confidence intervals of metabolic fluxes estimated from stable isotope measurements","","10.1016/j.ymben.2006.01.004","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0003","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0073","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Elementary metabolite units (EMU): a novel framework for modeling isotopic distributions","","10.1016/j.ymben.2006.09.001","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0005","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0074","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis in a nonstationary system: fed-batch fermentation of a high yielding strain of E. coli producing 1,3-propanediol","","10.1016/j.ymben.2007.01.003","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0007","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0075","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","From mice to men: insights into the insulin resistance syndromes","","10.1146/annurev.physiol.68.040104.124723","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0049","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0076","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","[1,2-13C2]-D-glucose profiles of the serum, liver, pancreas, and DMBA-induced pancreatic tumors of rats","","10.1097/01.mpa.0000186524.53253.fb","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0050","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0077","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Defective RNA ribose synthesis in fibroblasts from patients with thiamine-responsive megaloblastic anemia (TRMA)","","10.1182/blood-2003-05-1537","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0051","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0078","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Cytosolic phosphoenolpyruvate carboxykinase does not solely control the rate of hepatic gluconeogenesis in the intact mouse liver","","10.1016/j.cmet.2007.03.004","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0036","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0079","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Identification of optimal measurement sets for complete flux elucidation in metabolic flux analysis experiments","","10.1002/bit.21926","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0009","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0080","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","The M2 splice isoform of pyruvate kinase is important for cancer metabolism and tumour growth","","10.1038/nature06734","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0052","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0081","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Resolving the TCA cycle and pentose-phosphate pathway of Clostridium acetobutylicum ATCC 824: isotopomer analysis, in vitro activities and expression analysis","","10.1002/biot.201000282","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0011","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0082","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Beyond aerobic glycolysis: transformed cells can engage in glutamine metabolism that exceeds the requirement for protein and nucleotide synthesis","","10.1073/pnas.0709747104","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0053","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0083","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Attenuation of LDH-A expression uncovers a link between glycolysis, mitochondrial physiology, and tumor maintenance","","10.1016/j.ccr.2006.04.023","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0054","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0084","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Genetic algorithms as a computational theory of conceptual design","","","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0055","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0085","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","New stable isotope-mass spectrometric techniques for measuring fluxes through intact metabolic pathways in mammalian systems: introduction of moving pictures into functional genomics and biochemical phenotyping","","10.1016/j.ymben.2003.10.005","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0056","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0086","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Measurement of de novo hepatic lipogenesis in humans using stable isotopes","","10.1172/JCI115206","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0057","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0087","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Elucidation of cellular metabolism via metabolomics and stable-isotope assisted metabolomics","","10.2174/138920111795909096","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0058","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0088","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Nontargeted elucidation of metabolic pathways using stable-isotope tracers and mass spectrometry","","10.1021/ac1011574","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0059","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0089","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Conversion of proteins into biofuels by engineering nitrogen flux","","10.1038/nbt.1789","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0060","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0090","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Application of genetic algorithm for optimization gasoline fractions blending compounding","","","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0061","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0091","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Reductive glutamine metabolism by IDH1 mediates lipogenesis under hypoxia","","10.1038/nature10602","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0062","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0092","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Evaluation of 13 C isotopic tracers for metabolic flux analysis in mammalian cells","","10.1016/j.jbiotec.2009.07.010","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0016","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0093","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Systems-level metabolic flux profiling identifies fatty acid synthesis as a target for antiviral therapy","","10.1038/nbt.1500","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0063","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0094","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","A critical evaluation of mass isotopomer distribution analysis of gluconeogenesis in vivo","","10.1152/ajpendo.1999.277.1.E154","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0064","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0095","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic networks in motion: 13 C-based flux analysis","","10.1038/msb4100109","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0020","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0096","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Cerebral metabolic and cognitive decline in persons at genetic risk for Alzheimer’s disease","","10.1073/pnas.090106797","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0065","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0097","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux elucidation for large-scale models using 13 C labeled isotopes","","10.1016/j.ymben.2007.05.005","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0066","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0098","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","A genetic algorithm tutorial","","","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0067","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0099","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolomic and mass isotopomer analysis of liver gluconeogenesis and citric acid cycle: II. Heterogeneity of metabolite labeling pattern","","10.1074/jbc.M803455200","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0068","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0100","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","An elementary metabolite unit (EMU) based method of isotopically nonstationary flux analysis","","10.1002/bit.21632","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0028","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0101","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","(13)C metabolic flux analysis in complex systems","","10.1016/j.copbio.2010.08.009","","10.1016/j.ymben.2011.12.004","A-CLOSE-DUP-0069","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0102","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Systems metabolic engineering of microorganisms for natural and non-natural chemicals","","10.1038/nchembio.970","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0070","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0103","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Recent advances in microbial production of fuels and chemicals using tools and strategies of systems metabolic engineering","","10.1016/j.biotechadv.2014.11.006","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0071","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0104","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Advancing metabolic engineering through systems biology of industrial microorganisms","","10.1016/j.copbio.2015.08.006","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0072","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0105","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Maximizing the information content of experiments in systems biology","","10.1371/journal.pcbi.1002888","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0073","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0106","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Systems biology: Experimental design","","10.1111/j.1742-4658.2008.06843.x","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0074","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0107","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Computational procedures for optimal experimental design in biological systems","","10.1049/iet-syb:20070069","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0075","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0108","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Experimental design for biological systems","","10.1137/100791063","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0076","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0109","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Model-based design of experiments for cellular processes","","10.1002/wsbm.1204","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0077","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0110","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Model-based design of experiments for parameter precision: State of the art","","10.1016/j.ces.2007.11.034","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0078","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0111","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Identifiability of large nonlinear biochemical networks","","","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0079","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0112","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Addressing parameter identifiability by model-based experimentation","","10.1049/iet-syb.2010.0061","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0080","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0113","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Pitfalls of using a single criterion for selecting experimental designs","","","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0081","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0114","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Optimal experiment design","","10.1088/0957-0233/9/6/003","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0082","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0115","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Comparison of multi-objective optimization methodologies for engineering applications","","10.1016/j.camwa.2011.11.057","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0083","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0116","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Multi-objective optimization using genetic algorithms: A tutorial","","10.1016/j.ress.2005.11.018","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0084","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0117","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Performance assessment of multiobjective optimizers: An analysis and review","","10.1109/TEVC.2003.810758","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0085","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0118","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic networks in motion: 13 C-based flux analysis","","10.1038/msb4100109","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0020","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0119","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks: I. Modeling and simulation of carbon isotope labeling experiments","","10.1002/(SICI)1097-0290(19970705)55:1&lt;101::AID-BIT12&gt;3.0.CO;2-P","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0086","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0120","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13 C metabolic flux analysis","","10.1006/mben.2001.0187","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0087","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0121","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Modeling isotopomer distributions in biochemical networks using isotopomer mapping matrices","","10.1002/(SICI)1097-0290(19970920)55:6&lt;831::AID-BIT2&gt;3.0.CO;2-H","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0088","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0122","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Elementary metabolite units (EMU): a novel framework for modeling isotopic distributions","","10.1016/j.ymben.2006.09.001","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0005","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0123","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks. Part III: Explicit solution and analysis of isotopomer labeling systems","","10.1002/(SICI)1097-0290(1999)66:2&lt;69::AID-BIT1&gt;3.0.CO;2-6","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0089","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0124","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks. Part IV: Optimal design of isotopomer labeling experiments","","10.1002/(SICI)1097-0290(1999)66:2&lt;86::AID-BIT2&gt;3.0.CO;2-A","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0017","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0125","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks. Part II: Flux estimation and statistical analysis","","10.1002/(SICI)1097-0290(19970705)55:1&lt;118::AID-BIT13&gt;3.0.CO;2-I","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0090","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0126","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Integrated 13 C-metabolic flux analysis of 14 parallel labeling experiments in Escherichia coli","","10.1016/j.ymben.2015.01.001","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0091","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0127","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Gas chromatography-quadrupole time-of-flight mass spectrometry-based determination of isotopologue and tandem mass isotopomer fractions of primary metabolites for 13 C-metabolic flux analysis","","10.1021/acs.analchem.5b03173","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0092","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0128","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis with a comprehensive isotopomer model in Bacillus subtilis","","10.1002/bit.1154","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0093","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0129","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Structural and practical identifiability analysis of partially observed dynamical models by exploiting the profile likelihood","","10.1093/bioinformatics/btp358","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0094","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0130","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic isotopomer labeling systems. Part II: Structural flux identifiability analysis","","10.1016/S0025-5564(02)00222-5","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0095","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0131","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13 C metabolic flux analysis: Optimal design of isotopic labeling experiments","","10.1016/j.copbio.2013.02.003","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0096","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0132","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Optimization of 13 C isotopic tracers for metabolic flux analysis in mammalian cells","","10.1016/j.ymben.2011.12.004","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0040","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0133","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Rational design of 13 C-labeling experiments for metabolic flux analysis in mammalian cells","","10.1186/1752-0509-6-43","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0097","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
