"unique_record_id","title","authors","year","doi_or_identifier","source_occurrence_count","workstream","candidate_gap_affected","methodological_family","likely_load_bearing","current_evidence_depth","full_text_access_status","screening_priority","final_disposition","exclusion_reason","evidence_location","notes"
"P2UT-0056","Corrigendum to “Mapping photoautotrophic metabolism with isotopically nonstationary 13C flux analysis” [Metab. Eng. 13 (2011) 656–665]","","2012","10.1016/j.ymben.2012.01.005","1","A","none","correction_or_erratum","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0339. Query IDs=PHASE2-SEARCH-0059. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0057","Parallel labeling experiments with [U-13C]glucose validate E. coli metabolic network model for 13C metabolic flux analysis","Robert W. Leighty; Maciek R. Antoniewicz","2012","10.1016/j.ymben.2012.06.003","3","A;B","none","isotope_tracer_or_measurement_design","SUPPORTING","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0076;AC0178;ROOT-D0004. Query IDs=PHASE2-SEARCH-0006;PHASE2-SEARCH-0011;PHASE2-SEARCH-0056. Existing corpus ID(s)=P0033. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0058","Isotopically nonstationary 13C flux analysis of Myc-induced metabolic reprogramming in B-cells","","","10.1016/j.ymben.2012.07.008","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0191. Query IDs=PHASE2-SEARCH-0056. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0059","Parallel labeling experiments with [1,2-13C]glucose and [U-13C]glutamine provide new insights into CHO cell metabolism","Woo Suk Ahn; Maciek R. Antoniewicz","2012","10.1016/j.ymben.2012.10.001","2","A","none","isotope_tracer_or_measurement_design","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0124;AC0155. Query IDs=PHASE2-SEARCH-0009;PHASE2-SEARCH-0056. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0060","Parallel labeling experiments and metabolic flux analysis: Past, present and future methodologies","","","10.1016/j.ymben.2012.11.010","1","A","none","isotope_tracer_or_measurement_design","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0141. Query IDs=PHASE2-SEARCH-0056. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0061","COMPLETE-MFA: Complementary parallel labeling experiments technique for metabolic flux analysis","Robert W. Leighty; Maciek R. Antoniewicz","2013","10.1016/j.ymben.2013.08.006","2","A","none","isotope_tracer_or_measurement_design","SUPPORTING","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0132;AC0179. Query IDs=PHASE2-SEARCH-0009;PHASE2-SEARCH-0056. Existing corpus ID(s)=P0008. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0062","Parallel labeling experiments validate Clostridium acetobutylicum metabolic network model for C metabolic flux analysis","","","10.1016/j.ymben.2014.08.002","1","A","none","isotope_tracer_or_measurement_design","SUPPORTING","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0165. Query IDs=PHASE2-SEARCH-0056. Existing corpus ID(s)=P0015. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0063","Integrated 13 C-metabolic flux analysis of 14 parallel labeling experiments in Escherichia coli","Scott B. Crown; Christopher P. Long; Maciek R. Antoniewicz","2015","10.1016/j.ymben.2015.01.001","2","A","none","isotope_tracer_or_measurement_design","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0138;AC0126. Query IDs=PHASE2-SEARCH-0009;PHASE2-SEARCH-0056. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0064","Optimal tracers for parallel labeling experiments and 13 C metabolic flux analysis: A new precision and synergy scoring system","","","10.1016/j.ymben.2016.06.001","1","A","none","isotope_tracer_or_measurement_design","SUPPORTING","FULL_TEXT_INSPECTED","INSPECTED:open_access","PRIORITY_3","FULL_TEXT_INCLUDED","NA","Sections 2.1-2.2 score definitions; Sections 4.1-4.3; Conclusions","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0134. Query IDs=PHASE2-SEARCH-0056. Existing corpus ID(s)=P0037. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year."
"P2UT-0065","13C metabolic flux analysis of microbial and mammalian systems is enhanced with GC-MS measurements of glycogen and RNA labeling","Christopher P. Long; Jennifer Au; Jacqueline E. Gonzalez; Maciek R. Antoniewicz","2016","10.1016/j.ymben.2016.06.007","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0151. Query IDs=PHASE2-SEARCH-0009. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0066","Isotopically nonstationary 13C flux analysis of cyanobacterial isobutyraldehyde production","","2017","10.1016/j.ymben.2017.05.001","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0336. Query IDs=PHASE2-SEARCH-0059. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0067","Isotopically nonstationary 13C metabolic flux analysis in resting and activated human platelets","","2022","10.1016/j.ymben.2021.12.007","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0337. Query IDs=PHASE2-SEARCH-0059. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0068","Rethinking 13C-metabolic flux analysis – The Bayesian way of flux inference","Axel Theorell; Johann F. Jadebeck; Wolfgang Wiechert; Johnjoe McFadden; Katharina Nöh","2024","10.1016/j.ymben.2024.03.005","2","B","GAP-01","metabolic_model_or_mechanism_analysis","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=B-AUDIT-000025;ROOT-D0108. Query IDs=PHASE2-SEARCH-0014;PHASE2-SEARCH-0100. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0069","Optimal design for model discrimination using the F-test with non-linear biochemical models. Criteria for choosing the number and spacing of experimental points","W.G. Bardsley; P.B. McGinlay; M.G. Roig","1989","10.1016/s0022-5193(89)80059-1","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0050. Query IDs=PHASE2-SEARCH-0022. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0070","Sensitivity of Rao's score test, the Wald test and the likelihood ratio test to nuisance parameters","Bing Li","2001","10.1016/s0378-3758(00)00345-1","1","C","GAP-01;GAP-03","fixed_sample_nuisance_parameter_testing","POTENTIALLY_LOAD_BEARING","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_2","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","ScienceDirect abstract/preview: local sensitivity using Edgeworth expansions and order-n^-1 terms under local alternatives.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0480. Query IDs=PHASE2-SEARCH-0064. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: no finite-sample guarantee or converse inferred. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0071","Optimal Input Design for Model Discrimination Based on the Kullback Discrimination Information: Frequency Domain Approach","K. Uosaki; T. Hatanaka","1990","10.1016/s1474-6670(17)52006-6","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0039. Query IDs=PHASE2-SEARCH-0022. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0072","Optimal Input Design for Autoregressive Model Discrimination Based on the Kullback-Leibler Discrimination Information","K. Uosaki; T. Hatanaka","1987","10.1016/s1474-6670(17)55529-9","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0038. Query IDs=PHASE2-SEARCH-0022. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0073","Noncoherent Detection and Nuisance Parameters","","2017","10.1017/9781316822708.029","1","C","GAP-01;GAP-03","fixed_sample_nuisance_parameter_testing","POTENTIALLY_LOAD_BEARING","METADATA_OR_LEAD_ONLY","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_2","FULL_TEXT_UNAVAILABLE","Cambridge chapter is paywalled and no legal open copy was found through the official ETH author/book route; no method inferred from title.","Cambridge metadata only: A Foundation in Digital Communication, second edition, Chapter 27, pp. 670-687; no chapter text inspected.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0242. Query IDs=PHASE2-SEARCH-0030. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: verified author is Amos Lapidoth; the chapter cannot support a general fixed-sample EMU claim."
"P2UT-0074","Nuisance parameters","","2007","10.1017/cbo9780511619083.010","1","C","GAP-01;GAP-03","nuisance_parameter_methods","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0237. Query IDs=PHASE2-SEARCH-0030. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0075","Noncoherent Detection and Nuisance Parameters","","2009","10.1017/cbo9780511981234.028","1","C","GAP-01;GAP-03","fixed_sample_nuisance_parameter_testing","POTENTIALLY_LOAD_BEARING","METADATA_OR_LEAD_ONLY","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_2","FULL_TEXT_UNAVAILABLE","Cambridge first-edition chapter is paywalled and no legal open copy was found through the official ETH author/book route; no method inferred from title.","Official ETH book page and Cambridge metadata only: first edition, Chapter 27; no chapter text inspected.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0241. Query IDs=PHASE2-SEARCH-0030. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: verified author is Amos Lapidoth; the two editions remain related but are not assumed mathematically identical."
"P2UT-0076","Power Analysis and Sample Size Determination in Metabolic Phenotyping","","","10.1021/acs.analchem.6b00188.s001","1","A","none","domain_context_or_application","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0067. Query IDs=PHASE2-SEARCH-0006. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0077","FreeFlux: A Python Package for Time-Efficient Isotopically Nonstationary Metabolic Flux Analysis","","2023","10.1021/acssynbio.3c00265","1","A","none","scientific_software_or_workflow","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0273. Query IDs=PHASE2-SEARCH-0058. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0078","FreeFlux: A Python Package for Time-Efficient Isotopically Nonstationary Metabolic Flux Analysis","","","10.1021/acssynbio.3c00265.s001","1","A","none","scientific_software_or_workflow","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0330. Query IDs=PHASE2-SEARCH-0059. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0079","CBR-db: A Cheminformatic Database for Biochemical Reaction Analysis","Louie Slocombe; Camerian Millsaps; M. Reza Shahjahan; Kamesh Narasimhan; Sara Imari Walker","2026","10.1021/acssynbio.6c00060","1","D","none","model_misspecification_context","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0083. Query IDs=PHASE2-SEARCH-0105. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0080","Stereochemically Consistent Reaction Mapping and Identification of Multiple Reaction Mechanisms through Integer Linear Optimization","Eric L. First; Chrysanthos E. Gounaris; Christodoulos A. Floudas","2011","10.1021/ci200351b","1","D","none","model_misspecification_context","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0070. Query IDs=PHASE2-SEARCH-0105. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0081","Accurate Atom-Mapping Computation for Biochemical Reactions","Mario Latendresse; Jeremiah P. Malerich; Mike Travers; Peter D. Karp","2012","10.1021/ci3002217","1","D","none","model_misspecification_context","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0069. Query IDs=PHASE2-SEARCH-0105. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0082","Model discrimination via designed experiments: discriminating between the terminal and penultimate models on the basis of composition data","not completely exposed","1993","10.1021/ma00080a011","1","B","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=B-AUDIT-000197. Query IDs=PHASE2-SEARCH-0112. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
