"phase2_record_id","workstream","search_source","query_id","date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_record_id","notes"
"A0194","A","Crossref","PHASE2-SEARCH-0010","2026-07-31","Exact Optimal Designs and Sample Sizes in Model I of Regression Analysis","","2011","10.1201/b10934-15","10.1201/b10934-15","A-DUP-0160","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"AC0001","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis of CHO cells at growth and non-growth phases using isotopic tracers and mass spectrometry","","","10.1016/j.ymben.2011.07.002","","A-CLOSE-DUP-0001","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0002","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Towards dynamic metabolic flux analysis in CHO cell cultures","","","10.1002/biot.201100052","","A-CLOSE-DUP-0002","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0003","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Determination of confidence intervals of metabolic fluxes estimated from stable isotope measurements","","","10.1016/j.ymben.2006.01.004","","A-CLOSE-DUP-0003","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0004","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Accurate assessment of amino acid mass isotopomer distributions for metabolic flux analysis","","","10.1021/ac0708893","","A-CLOSE-DUP-0004","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0005","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Elementary metabolite units (EMU): a novel framework for modeling isotopic distributions","","","10.1016/j.ymben.2006.09.001","","A-CLOSE-DUP-0005","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0006","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Measuring deuterium enrichment of glucose hydrogen atoms by gas chromatography/mass spectrometry","","","10.1021/ac200012p","","A-CLOSE-DUP-0006","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0007","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis in a nonstationary system: fed-batch fermentation of a high yielding strain of E. coli producing 1,3-propanediol","","","10.1016/j.ymben.2007.01.003","","A-CLOSE-DUP-0007","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0008","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","An improved method for statistical analysis of metabolic flux analysis using isotopomer mapping matrices with analytical expressions","","","10.1016/s0168-1656(03)00169-x","","A-CLOSE-DUP-0008","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0009","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Identification of optimal measurement sets for complete flux elucidation in metabolic flux analysis experiments","","","10.1002/bit.21926","","A-CLOSE-DUP-0009","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0010","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Tandem mass spectrometry: A novel approach for metabolic flux analysis","","","10.1016/j.ymben.2010.11.006","","A-CLOSE-DUP-0010","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0011","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Resolving the TCA cycle and pentose-phosphate pathway of Clostridium acetobutylicum ATCC 824: Isotopomer analysis, in vitro activities and expression analysis","","","10.1002/biot.201000282","","A-CLOSE-DUP-0011","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0012","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis of the mixotrophic metabolisms in the green sulfur bacterium Chlorobaculum tepidum","","","10.1074/jbc.M110.162958","","A-CLOSE-DUP-0012","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0013","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13C isotopomer analysis of glutamate by tandem mass spectrometry","","","10.1006/abio.2001.5457","","A-CLOSE-DUP-0013","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0014","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Probing metabolic pathways with isotopic tracers: insights from mammalian metabolic physiology","","","10.1016/j.ymben.2003.10.008","","A-CLOSE-DUP-0014","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0015","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Dynamic metabolic flux analysis (DMFA): A framework for determining fluxes at metabolic non-steady state","","","10.1016/j.ymben.2011.09.010","","A-CLOSE-DUP-0015","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0016","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Evaluation of 13C isotopic tracers for metabolic flux analysis in mammalian cells","","","10.1016/j.jbiotec.2009.07.010","","A-CLOSE-DUP-0016","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0017","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks: IV. Optimal design of isotopomer labeling experiments","","","10.1002/(sici)1097-0290(1999)66:2&lt;86::aid-bit2&gt;3.0.co;2-a","","A-CLOSE-DUP-0017","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0018","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Linking high-resolution metabolic flux phenotypes and transcriptional regulation in yeast modulated by the global regulator Gcn4p","","","10.1073/pnas.0811091106","","A-CLOSE-DUP-0018","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0019","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Computational approaches in metabolic engineering","","","10.1155/2010/207414","","A-CLOSE-DUP-0019","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0020","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic networks in motion: 13C-based flux analysis","","","10.1038/msb4100109","","A-CLOSE-DUP-0020","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0021","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","A transient isotopic labeling methodology for 13C metabolic flux analysis of photoautotrophic microorganisms","","","10.1016/j.phytochem.2007.03.042","","A-CLOSE-DUP-0021","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0022","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic fluxes and metabolic engineering","","","10.1006/mben.1998.0101","","A-CLOSE-DUP-0022","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0023","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Biosynthetically directed fractional 13C-labeling of proteinogenic amino acids. An efficient analytical tool to investigate intermediary metabolism","","","10.1111/j.1432-1033.1995.tb20829.x","","A-CLOSE-DUP-0023","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0024","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis using mass spectrometry","","","10.1007/3-540-45736-4_3","","A-CLOSE-DUP-0024","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0025","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Theoretical aspects of 13C metabolic flux analysis with sole quantification of carbon dioxide labeling","","","10.1016/j.compbiolchem.2005.02.005","","A-CLOSE-DUP-0025","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0026","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Respirometric 13C flux analysis, Part I: design, construction and validation of a novel multiple reactor system using on-line membrane inlet mass spectrometry","","","10.1016/j.ymben.2006.03.001","","A-CLOSE-DUP-0026","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0027","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Quantifying reductive carboxylation flux of glutamine to lipid in a brown adipocyte cell line","","","10.1074/jbc.M706494200","","A-CLOSE-DUP-0027","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0028","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","An elementary metabolite unit (EMU) based method of isotopically nonstationary flux analysis","","","10.1002/bit.21632","","A-CLOSE-DUP-0028","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence. Phase 2A.1 closure: unique_record_id=P2UT-0005; triage=PERIPHERAL; final=FALSE_POSITIVE. Phase 2A.1 scoped repair (2026-07-31): unique_record_id=P2UT-0005; state=OUT_OF_SCOPE_FOR_PHASE2A1; no priority-based inference."
"AC0029","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","(13)C-based metabolic flux analysis","","","10.1038/nprot.2009.58","","A-CLOSE-DUP-0029","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0030","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic networks in motion: 13 C-based flux analysis","","","10.1038/msb4100109","","A-CLOSE-DUP-0020","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0031","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","(13)C-based metabolic flux analysis","","","10.1038/nprot.2009.58","","A-CLOSE-DUP-0029","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0032","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic fluxes and metabolic engineering","","","10.1006/mben.1998.0101","","A-CLOSE-DUP-0022","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0033","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Resolving the TCA cycle and pentose-phosphate pathway of Clostridium acetobutylicum ATCC 824: Isotopomer analysis, in vitro activities and expression analysis","","","10.1002/biot.201000282","","A-CLOSE-DUP-0011","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0034","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Computational approaches in metabolic engineering","","","10.1155/2010/207414","","A-CLOSE-DUP-0019","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0035","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Biosynthetically directed fractional 13 C-labeling of proteinogenic amino acids, An efficient analytical tool to investigate intermediary metabolism","","","10.1111/j.1432-1033.1995.tb20829.x","","A-CLOSE-DUP-0023","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0036","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Accurate assessment of amino acid mass isotopomer distributions for metabolic flux analysis","","","10.1021/ac0708893","","A-CLOSE-DUP-0004","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0037","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis using mass spectrometry","","","10.1007/3-540-45736-4_3","","A-CLOSE-DUP-0024","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0038","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Measuring deuterium enrichment of glucose hydrogen atoms by gas chromatography/mass spectrometry","","","10.1021/ac200012p","","A-CLOSE-DUP-0006","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0039","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Tandem mass spectrometry: A novel approach for metabolic flux analysis","","","10.1016/j.ymben.2010.11.006","","A-CLOSE-DUP-0010","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0040","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13 C isotopomer analysis of glutamate by tandem mass spectrometry","","","10.1006/abio.2001.5457","","A-CLOSE-DUP-0013","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0041","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","A universal framework for 13 C metabolic flux analysis","","","10.1006/mben.2001.0188","","A-CLOSE-DUP-0030","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0042","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Elementary metabolite units (EMU): a novel framework for modeling isotopic distributions","","","10.1016/j.ymben.2006.09.001","","A-CLOSE-DUP-0005","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0043","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Dynamic metabolic flux analysis (DMFA): A framework for determining fluxes at metabolic non-steady state","","","10.1016/j.ymben.2011.09.010","","A-CLOSE-DUP-0015","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0044","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis of CHO cells at growth and non-growth phases using isotopic tracers and mass spectrometry","","","10.1016/j.ymben.2011.07.002","","A-CLOSE-DUP-0001","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0045","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis and pharmaceutical production","","","10.1016/j.ymben.2009.10.004","","A-CLOSE-DUP-0031","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0046","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Evaluation of 13C isotopic tracers for metabolic flux analysis in mammalian cells","","","10.1016/j.jbiotec.2009.07.010","","A-CLOSE-DUP-0016","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0047","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic Flux Analysis in Systems Biology of Mammalian Cells","","","10.1007/10_2011_99","","A-CLOSE-DUP-0032","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0048","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis in eukaryotes","","","10.1016/j.copbio.2010.01.011","","A-CLOSE-DUP-0033","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0049","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis in mammalian cell culture","","","10.1016/j.ymben.2009.09.002","","A-CLOSE-DUP-0034","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0050","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Effect of anaplerotic fluxes and amino acid availability on hepatic lipoapoptosis","","","10.1074/jbc.M109.049478","","A-CLOSE-DUP-0035","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0051","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Quantifying reductive carboxylation flux of glutamine to lipid in a brown adipocyte cell line","","","10.1074/jbc.M706494200","","A-CLOSE-DUP-0027","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0052","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Cytosolic phosphoenolpyruvate carboxykinase does not solely control the rate of hepatic gluconeogenesis in the intact mouse liver","","","10.1016/j.cmet.2007.03.004","","A-CLOSE-DUP-0036","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0053","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Impaired tricarboxylic acid cycle activity in mouse livers lacking cytosolic phosphoenolpyruvate carboxykinase","","","10.1074/jbc.M407120200","","A-CLOSE-DUP-0037","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0054","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Methods for measuring gluconeogenesis in vivo","","","10.1097/00075197-199809000-00016","","A-CLOSE-DUP-0038","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0055","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Ketogenic essential amino acids modulate lipid synthetic pathways and prevent hepatic steatosis in mice","","","10.1371/journal.pone.0012057","","A-CLOSE-DUP-0039","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0056","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Optimization of 13C isotopic tracers for metabolic flux analysis in mammalian cells","","","10.1016/j.ymben.2011.12.004","","A-CLOSE-DUP-0040","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0057","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis in a nonstationary system: fed-batch fermentation of a high yielding strain of E. coli producing 1,3-propanediol","","","10.1016/j.ymben.2007.01.003","","A-CLOSE-DUP-0007","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0058","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis of CHO cell metabolism in the late non-growth phase","","","10.1002/bit.22890","","A-CLOSE-DUP-0041","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0059","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Computational tools for isotopically instationary 13 C labeling experiments under metabolic steady state conditions","","","10.1016/j.ymben.2006.05.006","","A-CLOSE-DUP-0042","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence. Phase 2A.1 closure: unique_record_id=P2UT-0054; triage=SUPPORTING; final=FALSE_POSITIVE. Phase 2A.1 scoped repair (2026-07-31): unique_record_id=P2UT-0054; state=DEFERRED_RELEVANT_SUPPORTING; no priority-based inference."
"AC0060","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Enhanced glycoprotein production in HEK-293 cells expressing pyruvate carboxylase","","","10.1016/j.ymben.2011.05.004","","A-CLOSE-DUP-0043","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0061","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Respirometric 13 C flux analysis, Part I: design, construction and validation of a novel multiple reactor system using on-line membrane inlet mass spectrometry","","","10.1016/j.ymben.2006.03.001","","A-CLOSE-DUP-0026","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0062","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Selection of tracers for 13 C-metabolic flux analysis using elementary metabolite units (EMU) basis vector methodology","","","10.1016/j.ymben.2011.12.005","","A-CLOSE-DUP-0044","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0063","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Towards dynamic metabolic flux analysis in CHO cell cultures","","","10.1002/biot.201100052","","A-CLOSE-DUP-0002","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0064","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Predicting outcomes of steady-state 13 C isotope tracing experiments with Monte Carlo sampling","","","10.1186/1752-0509-6-9","","A-CLOSE-DUP-0045","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0065","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks: IV. Optimal design of isotopomer labeling experiments","","","10.1002/(sici)1097-0290(1999)66:2&lt;86::aid-bit2&gt;3.0.co;2-a","","A-CLOSE-DUP-0017","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0066","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Theoretical aspects of 13 C metabolic flux analysis with sole quantification of carbon dioxide labeling","","","10.1016/j.compbiolchem.2005.02.005","","A-CLOSE-DUP-0025","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0067","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Experimental design principles for isotopically instationary 13 C labeling experiments","","","10.1002/bit.20803","","A-CLOSE-DUP-0046","FULL_TEXT_UNAVAILABLE","LOAD_BEARING_DYNAMIC_DESIGN_FULL_TEXT_NOT_LEGALLY_RETRIEVED","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0068","A","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Eukaryotic metabolism: measuring compartment fluxes","","","10.1002/biot.201100032","","A-CLOSE-DUP-0047","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
