"unique_record_id","title","authors","year","doi_or_identifier","source_occurrence_ids","source_occurrence_count","original_phase2_screening_state","original_phase2_evidence_level","phase2a1_scoped_disposition","broader_review_relevance","disposition_reason","eligible_for_later_synthesis","current_evidence_depth","full_text_access_status","likely_load_bearing","methodological_family","candidate_gap_affected","evidence_location","notes"
"P2UT-0060","Parallel labeling experiments and metabolic flux analysis: Past, present and future methodologies","","","10.1016/j.ymben.2012.11.010","AC0141","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","SUPPORTING","isotope_tracer_or_measurement_design","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0061","COMPLETE-MFA: Complementary parallel labeling experiments technique for metabolic flux analysis","Robert W. Leighty; Maciek R. Antoniewicz","2013","10.1016/j.ymben.2013.08.006","A0132;AC0179","2","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","SUPPORTING","isotope_tracer_or_measurement_design","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0062","Parallel labeling experiments validate Clostridium acetobutylicum metabolic network model for C metabolic flux analysis","","","10.1016/j.ymben.2014.08.002","AC0165","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","SUPPORTING","isotope_tracer_or_measurement_design","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0063","Integrated 13 C-metabolic flux analysis of 14 parallel labeling experiments in Escherichia coli","Scott B. Crown; Christopher P. Long; Maciek R. Antoniewicz","2015","10.1016/j.ymben.2015.01.001","A0138;AC0126","2","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","SUPPORTING","isotope_tracer_or_measurement_design","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0065","13C metabolic flux analysis of microbial and mammalian systems is enhanced with GC-MS measurements of glycogen and RNA labeling","Christopher P. Long; Jennifer Au; Jacqueline E. Gonzalez; Maciek R. Antoniewicz","2016","10.1016/j.ymben.2016.06.007","A0151","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PERIPHERAL","domain_context_or_application","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0066","Isotopically nonstationary 13C flux analysis of cyanobacterial isobutyraldehyde production","","2017","10.1016/j.ymben.2017.05.001","AC0336","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PERIPHERAL","domain_context_or_application","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0067","Isotopically nonstationary 13C metabolic flux analysis in resting and activated human platelets","","2022","10.1016/j.ymben.2021.12.007","AC0337","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PERIPHERAL","domain_context_or_application","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0068","Rethinking 13C-metabolic flux analysis – The Bayesian way of flux inference","Axel Theorell; Johann F. Jadebeck; Wolfgang Wiechert; Johnjoe McFadden; Katharina Nöh","2024","10.1016/j.ymben.2024.03.005","B-AUDIT-000025;ROOT-D0108","2","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","metabolic_model_or_mechanism_analysis","GAP-01","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0069","Optimal design for model discrimination using the F-test with non-linear biochemical models. Criteria for choosing the number and spacing of experimental points","W.G. Bardsley; P.B. McGinlay; M.G. Roig","1989","10.1016/s0022-5193(89)80059-1","C0050","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","experimental_design_for_model_discrimination","GAP-01","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0070","Sensitivity of Rao's score test, the Wald test and the likelihood ratio test to nuisance parameters","Bing Li","2001","10.1016/s0378-3758(00)00345-1","C0480","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","POTENTIALLY_LOAD_BEARING","fixed_sample_nuisance_parameter_testing","GAP-01;GAP-03","ScienceDirect abstract/preview: local sensitivity using Edgeworth expansions and order-n^-1 terms under local alternatives.","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0071","Optimal Input Design for Model Discrimination Based on the Kullback Discrimination Information: Frequency Domain Approach","K. Uosaki; T. Hatanaka","1990","10.1016/s1474-6670(17)52006-6","C0039","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","experimental_design_for_model_discrimination","GAP-01","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0072","Optimal Input Design for Autoregressive Model Discrimination Based on the Kullback-Leibler Discrimination Information","K. Uosaki; T. Hatanaka","1987","10.1016/s1474-6670(17)55529-9","C0038","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","experimental_design_for_model_discrimination","GAP-01","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0073","Noncoherent Detection and Nuisance Parameters","","2017","10.1017/9781316822708.029","C0242","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_UNAVAILABLE","RELEVANT_BUT_FULL_TEXT_UNAVAILABLE","Cambridge chapter is paywalled and no legal open copy was found through the official ETH author/book route; no method inferred from title.","conditional_on_full_text","METADATA_OR_LEAD_ONLY","NOT_INSPECTED:paywalled_or_inaccessible","POTENTIALLY_LOAD_BEARING","fixed_sample_nuisance_parameter_testing","GAP-01;GAP-03","Cambridge metadata only: A Foundation in Digital Communication, second edition, Chapter 27, pp. 670-687; no chapter text inspected.","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0074","Nuisance parameters","","2007","10.1017/cbo9780511619083.010","C0237","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","nuisance_parameter_methods","GAP-01;GAP-03","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0075","Noncoherent Detection and Nuisance Parameters","","2009","10.1017/cbo9780511981234.028","C0241","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_UNAVAILABLE","RELEVANT_BUT_FULL_TEXT_UNAVAILABLE","Cambridge first-edition chapter is paywalled and no legal open copy was found through the official ETH author/book route; no method inferred from title.","conditional_on_full_text","METADATA_OR_LEAD_ONLY","NOT_INSPECTED:paywalled_or_inaccessible","POTENTIALLY_LOAD_BEARING","fixed_sample_nuisance_parameter_testing","GAP-01;GAP-03","Official ETH book page and Cambridge metadata only: first edition, Chapter 27; no chapter text inspected.","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0076","Power Analysis and Sample Size Determination in Metabolic Phenotyping","","","10.1021/acs.analchem.6b00188.s001","A0067","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","domain_context_or_application","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0077","FreeFlux: A Python Package for Time-Efficient Isotopically Nonstationary Metabolic Flux Analysis","","2023","10.1021/acssynbio.3c00265","AC0273","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","SUPPORTING","scientific_software_or_workflow","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0078","FreeFlux: A Python Package for Time-Efficient Isotopically Nonstationary Metabolic Flux Analysis","","","10.1021/acssynbio.3c00265.s001","AC0330","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","SUPPORTING","scientific_software_or_workflow","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0079","CBR-db: A Cheminformatic Database for Biochemical Reaction Analysis","Louie Slocombe; Camerian Millsaps; M. Reza Shahjahan; Kamesh Narasimhan; Sara Imari Walker","2026","10.1021/acssynbio.6c00060","DCL0083","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","model_misspecification_context","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0080","Stereochemically Consistent Reaction Mapping and Identification of Multiple Reaction Mechanisms through Integer Linear Optimization","Eric L. First; Chrysanthos E. Gounaris; Christodoulos A. Floudas","2011","10.1021/ci200351b","DCL0070","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","model_misspecification_context","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0081","Accurate Atom-Mapping Computation for Biochemical Reactions","Mario Latendresse; Jeremiah P. Malerich; Mike Travers; Peter D. Karp","2012","10.1021/ci3002217","DCL0069","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","model_misspecification_context","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0082","Model discrimination via designed experiments: discriminating between the terminal and penultimate models on the basis of composition data","not completely exposed","1993","10.1021/ma00080a011","B-AUDIT-000197","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","experimental_design_for_model_discrimination","GAP-01","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0083","Optimal experimental design for model discrimination.","Jay I. Myung; Mark A. Pitt","2009","10.1037/a0016104;10.1037/e527312012-124","C0026;C0031","2","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","experimental_design_for_model_discrimination","GAP-01","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0084","Adaptive optimal experimental design for model discrimination","Jay I. Myung; Daniel R. Cavagnaro; Mark A. Pitt","2010","10.1037/e520592012-108","C0028","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","experimental_design_for_model_discrimination","GAP-01","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0085","Testing nonnested structural equation models.","Edgar C. Merkle; Dongjun You; Kristopher J. Preacher","2015","10.1037/met0000038","C0253","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","adjacent_statistical_or_decision_theory","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0086","Automatic mapping of atoms across both simple and complex chemical reactions","Wojciech Jaworski; Sara Szymkuć; Barbara Mikulak-Klucznik; Krzysztof Piecuch; Tomasz Klucznik; Michał Kaźmierowski; Jan M. Rydzewski; Anna Gambin; Bartosz A. Grzybowski","2019","10.1038/s41467-019-09440-2","DCL0066","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","model_misspecification_context","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0087","Reaction lumping in metabolic networks for application with thermodynamic metabolic flux analysis","Lea Seep; Zahra Razaghi-Moghadam; Zoran Nikoloski","2021","10.1038/s41598-021-87643-8","DCL0031","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","model_misspecification_context","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0088","CHAPTER 2. Experimental Design: Sample Collection, Sample Size, Power Calculations, Essential Assumptions and Univariate Approaches to Metabolomics Analysis","Martin Grootveld; Victor Ruiz Rodado","2014","10.1039/9781849735162-00035","A0078","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","secondary_review_or_discovery","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0089","Designer labels for plant metabolism: statistical design of isotope labeling experiments for improved quantification of flux in complex plant metabolic networks","Shilpa Nargund; Ganesh Sriram","2012","10.1039/c2mb25253h","A0158","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","DEFERRED_RELEVANT_SUPPORTING","RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","SUPPORTING","isotope_tracer_or_measurement_design","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0090","EnzymeMap: curation, validation and data-driven prediction of enzymatic reactions","Esther Heid; Daniel Probst; William H. Green; Georg K. H. Madsen","2023","10.1039/d3sc02048g","DCL0076","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","PERIPHERAL","model_misspecification_context","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0091","Computational procedures for optimal experimental design in biological systems","","","10.1049/iet-syb:20070069","AC0107","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PERIPHERAL","domain_context_or_application","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0092","Bayesian Sequential Composite Hypothesis Testing in Discrete Time","Erik Ekström; Yuqiong Wang","2022","10.1051/ps/2022005","C0195","1","TITLE_ABSTRACT_INCLUDED","LEVEL_3_DISCOVERY_ONLY","DEFERRED_RELEVANT_ADJACENT","RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","yes_qualified_only","DISCOVERY_ONLY","NOT_ASSESSED","SUPPORTING","active_sequential_or_controlled_testing","GAP-01;GAP-03","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_3_DISCOVERY_ONLY. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
"P2UT-0093","Isotopically nonstationary <sup>13</sup> C flux analysis of changes in <i>Arabidopsis thaliana</i> leaf metabolism due to high light acclimation","","2014","10.1073/pnas.1319485111","AC0256","1","TITLE_ABSTRACT_INCLUDED","LEVEL_2_SUPPORTING","OUT_OF_SCOPE_FOR_PHASE2A1","RELEVANT_OUTSIDE_NARROW_REPAIR","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","yes_qualified_only","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PERIPHERAL","domain_context_or_application","none","","Explicit Phase 2A.1 scoped-disposition record. The original Phase 2 title/abstract relevance decision remains preserved. All source occurrences preserved LEVEL_2_SUPPORTING. Deferred records may provide qualified family-level context but cannot support definitive synthesis until full text is verified."
