"change_id","change_date","unique_record_id","phase2_record_id","artifacts_changed","previous_state","new_state","reason","mapping_source","status"
"P2A1-CLOSURE-0073","2026-07-31","P2UT-0100","B-AUDIT-000192","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0074","2026-07-31","P2UT-0082","B-AUDIT-000197","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0075","2026-07-31","P2UT-0083","C0026","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0076","2026-07-31","P2UT-0014","C0027","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0077","2026-07-31","P2UT-0084","C0028","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0078","2026-07-31","P2UT-0102","C0029","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0079","2026-07-31","P2UT-0199","C0030","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0080","2026-07-31","P2UT-0196","C0032","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0081","2026-07-31","P2UT-0195","C0034","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0082","2026-07-31","P2UT-0040","C0035","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0083","2026-07-31","P2UT-0118","C0036","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0084","2026-07-31","P2UT-0189","C0037","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0085","2026-07-31","P2UT-0072","C0038","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0086","2026-07-31","P2UT-0071","C0039","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0087","2026-07-31","P2UT-0019","C0041","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0088","2026-07-31","P2UT-0041","C0042","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0089","2026-07-31","P2UT-0194","C0043","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0090","2026-07-31","P2UT-0043","C0045","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0091","2026-07-31","P2UT-0044","C0047","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0092","2026-07-31","P2UT-0069","C0050","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0093","2026-07-31","P2UT-0225","C0060","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0094","2026-07-31","P2UT-0200","C0076","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0095","2026-07-31","P2UT-0165","C0084","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0096","2026-07-31","P2UT-0038","C0086","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0097","2026-07-31","P2UT-0052","C0093","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0098","2026-07-31","P2UT-0127","C0126","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0099","2026-07-31","P2UT-0126","C0128","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0100","2026-07-31","P2UT-0125","C0140","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0101","2026-07-31","P2UT-0122","C0146","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0102","2026-07-31","P2UT-0212","C0165","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0103","2026-07-31","P2UT-0017","C0176","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0104","2026-07-31","P2UT-0016","C0178","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0105","2026-07-31","P2UT-0131","C0181","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0106","2026-07-31","P2UT-0144","C0182","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0107","2026-07-31","P2UT-0186","C0183","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0108","2026-07-31","P2UT-0183","C0188","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0109","2026-07-31","P2UT-0223","C0189","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0110","2026-07-31","P2UT-0097","C0193","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0111","2026-07-31","P2UT-0092","C0195","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0112","2026-07-31","P2UT-0208","C0226","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0113","2026-07-31","P2UT-0177","C0228","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0114","2026-07-31","P2UT-0192","C0234","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","FALSE_POSITIVE_CONFIRMED","Record-level title/abstract scope assessment: this is a simulation study of factor-analysis underfactoring and generic fit indices; it addresses neither stable-isotope metabolic tracing nor a transferable experimental-design, composite-testing, mechanism-discrimination, or scientific-software method relevant to this review.","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0115","2026-07-31","P2UT-0190","C0236","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0116","2026-07-31","P2UT-0074","C0237","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0117","2026-07-31","P2UT-0193","C0238","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","FALSE_POSITIVE_CONFIRMED","Record-level title/abstract scope assessment: this is an interpretable-machine-learning analysis of generic model-fit indices; it addresses neither stable-isotope metabolic tracing nor a transferable experimental-design, composite-testing, mechanism-discrimination, or scientific-software method relevant to this review.","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0118","2026-07-31","P2UT-0209","C0243","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0119","2026-07-31","P2UT-0036","C0244","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0120","2026-07-31","P2UT-0163","C0245","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0121","2026-07-31","P2UT-0032","C0246","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0122","2026-07-31","P2UT-0095","C0247","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0123","2026-07-31","P2UT-0042","C0248","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0124","2026-07-31","P2UT-0003","C0250","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0125","2026-07-31","P2UT-0207","C0251","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0126","2026-07-31","P2UT-0206","C0252","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0127","2026-07-31","P2UT-0085","C0253","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0128","2026-07-31","P2UT-0181","C0267","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0129","2026-07-31","P2UT-0029","C0287","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0130","2026-07-31","P2UT-0219","C0326","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0131","2026-07-31","P2UT-0119","C0327","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0132","2026-07-31","P2UT-0220","C0328","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0133","2026-07-31","P2UT-0129","C0329","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0134","2026-07-31","P2UT-0216","C0330","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0135","2026-07-31","P2UT-0120","C0331","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0136","2026-07-31","P2UT-0135","C0332","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0137","2026-07-31","P2UT-0185","C0333","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0138","2026-07-31","P2UT-0137","C0334","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0139","2026-07-31","P2UT-0121","C0335","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0140","2026-07-31","P2UT-0180","C0336","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0141","2026-07-31","P2UT-0215","C0338","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0142","2026-07-31","P2UT-0214","C0339","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0143","2026-07-31","P2UT-0128","C0340","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","audit/phase2a1_deferred_records.csv","APPLIED"
