"phase2a1_record_id","workstream_families","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","canonical_record_id","deduplication_basis","source_ledger","source_duplicate_group","source_screening_state","screening_state","source_exclusion_reason","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","final_record_id","corpus_action","source_proposed_corpus_record","raw_snapshot","notes"
"A1AC-0285","A-C","PHASE2A1-SEARCH-0064","2026-07-31","OpenAlex","Information Recovery From Pairwise Measurements","Yuxin Chen; Changho Suh; Andrea Goldsmith","2016","10.1109/tit.2016.2600566","https://openalex.org/W2963685135","A1-DUP-0240","A1AC-0285","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0240","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0064_guntuboyina_forward_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0286","A-C","PHASE2A1-SEARCH-0064","2026-07-31","OpenAlex","On Bayes risk lower bounds","Xi Chen; Adityanand Guntuboyina; Yuchen Zhang","2016","https://openalex.org/W2964171527","https://openalex.org/W2964171527","A1-DUP-0241","A1AC-0286","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0241","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0064_guntuboyina_forward_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0287","A-C","PHASE2A1-SEARCH-0064","2026-07-31","OpenAlex","Optimal rates of convergence for convex set estimation from support functions","Adityanand Guntuboyina","2012","10.1214/11-aos959","https://openalex.org/W2083565743","A1-DUP-0242","A1AC-0287","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0242","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0064_guntuboyina_forward_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0288","A-C","PHASE2A1-SEARCH-0064","2026-07-31","OpenAlex","Adaptive estimation of convex polytopes and convex sets from noisy data","Victor-Emmanuel Brunel","2013","10.1214/13-ejs804","https://openalex.org/W2083774319","A1-DUP-0243","A1AC-0288","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0243","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0064_guntuboyina_forward_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0289","A-C","PHASE2A1-SEARCH-0064","2026-07-31","OpenAlex","Basic tail and concentration bounds","Martin J. Wainwright","2019","10.1017/9781108627771.002","https://openalex.org/W2969671367","A1-DUP-0244","A1AC-0289","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0244","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0064_guntuboyina_forward_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0290","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Robust Testing for Independent Non Identically Distributed Variables and Markov Chains","Lucien Birgé","1983","10.1007/978-1-4612-5503-1_9","10.1007/978-1-4612-5503-1_9","A1-DUP-0245","A1AC-0290","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","AC","A1AC-DUP-0245","FULL_TEXT_UNAVAILABLE","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0291","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Some remarks on the construction of independent identically distributed random variables, Markov chains and martingales","D. N. Shanbhag; M. B. Rao","1983","10.1007/bf02056919","10.1007/bf02056919","A1-DUP-0246","A1AC-0291","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0246","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0292","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Some concept of Markov property of discrete order statistics arising from independent and non-identically distributed variables","Krzysztof Jasiński","2020","10.1016/j.spl.2020.108718","10.1016/j.spl.2020.108718","A1-DUP-0247","A1AC-0292","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0247","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0293","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Robust Estimation in Models for Independent Non-Identically Distributed Data","Rudolf Beran","1982","10.1214/aos/1176345783","10.1214/aos/1176345783","A1-DUP-0248","A1AC-0293","NORMALIZED_DOI","AC","A1AC-DUP-0248","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0294","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","On the uniform approximation of distribution functions of sums of independent non-identically distributed random variables","","1987","10.1515/9783112314227-095","10.1515/9783112314227-095","A1-DUP-0249","A1AC-0294","NORMALIZED_DOI","AC","A1AC-DUP-0249","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0295","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Independent Identically Distributed (IID) Random Variables","Konrad Jacobs","1992","10.1007/978-3-0348-8645-1_4","10.1007/978-3-0348-8645-1_4","A1-DUP-0250","A1AC-0295","NORMALIZED_DOI","AC","A1AC-DUP-0250","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0296","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Test Based on Independent, but Non‐identically Distributed Random Variables","Jürg Hüsler","1987","10.1002/bimj.4710290408","10.1002/bimj.4710290408","A1-DUP-0251","A1AC-0296","NORMALIZED_DOI","AC","A1AC-DUP-0251","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0297","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Large Deviations for the Supremum of Partial Sums of Non-Independent and Non-Identically Distributed Random Variables","Xia Wang; Xiaoya Liu","2026","10.3390/math14081322","10.3390/math14081322","A1-DUP-0252","A1AC-0297","NORMALIZED_DOI","AC","A1AC-DUP-0252","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0298","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Independent and Identically Distributed Random Variables","Janos Galambos","2023","10.1201/9781003418191-6","10.1201/9781003418191-6","A1-DUP-0253","A1AC-0298","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0253","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0299","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Berry-esseen bounds for random sums of non-identically distributed random variables","; Mongkhon Tuntapthai","","10.58837/chula.the.2008.1111","10.58837/chula.the.2008.1111","A1-DUP-0254","A1AC-0299","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0254","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0300","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","A Hölderian FCLT for some multiparameter summation process of independent non-identically distributed random variables","Vaidotas Zemlys","2008","10.1214/ejp.v13-590","10.1214/ejp.v13-590","A1-DUP-0255","A1AC-0300","NORMALIZED_DOI","AC","A1AC-DUP-0255","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0301","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","The Uniqueness of Moving Average Representations with Independent and Identically Distributed Random Variables for Non-Gaussian Stationary Time Series","David F. Findley","1986","10.2307/2336232","10.2307/2336232","A1-DUP-0256","A1AC-0301","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0256","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0302","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Multivariate extremal processes generated by independent non-identically distributed random variables","Ishay Weissman","1975","10.1017/s0021900200048282","10.1017/s0021900200048282","A1-DUP-0257","A1AC-0302","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0257","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0303","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Some estimates of the normal approximation for independent non-identically distributed random variables","Jonas Sunklodas","2011","10.1007/s10986-011-9108-6","10.1007/s10986-011-9108-6","A1-DUP-0258","A1AC-0303","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0258","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0304","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Multivariate extremal processes generated by independent non-identically distributed random variables","Ishay Weissman","1975","10.2307/3212862","10.2307/3212862","A1-DUP-0259","A1AC-0304","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0259","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0305","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Analyzing Order Statistics of Non-Identically Distributed Shifted Exponential Variables in Numerical Data","Zakeia A AlSaiary","2024","10.21275/sr241116231011","10.21275/sr241116231011","A1-DUP-0260","A1AC-0305","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0260","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0306","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","On Gaussian approximation in Hilbert space, non-identically distributed random variables case","","1987","10.1515/9783112313985-058","10.1515/9783112313985-058","A1-DUP-0261","A1AC-0306","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0261","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0307","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","25. Independent But Not Identically Distributed Random Variables","","2009","10.1137/1.9780898719017.ch25","10.1137/1.9780898719017.ch25","A1-DUP-0262","A1AC-0307","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0262","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0308","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Local invariance principle for independent and identically distributed random variables","Jean-Christophe Breton; Jean-Christophe Breton; Юрий Александрович Давыдов; Yurii Aleksandrovich Davydov","2006","10.4213/tvp57","10.4213/tvp57","A1-DUP-0263","A1AC-0308","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0263","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0309","A-C","PHASE2A1-SEARCH-0069","2026-07-31","Crossref","Weighted Sums of Independent Identically Distributed Random Variables","Ralf Ulbricht","1981","10.1214/aop/1176994377","10.1214/aop/1176994377","A1-DUP-0264","A1AC-0309","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0264","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0069_birge_anchor_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0310","A-C","PHASE2A1-SEARCH-0071","2026-07-31","OpenAlex","Convergence rates of posterior distributions for non-i.i.d. observations","Subhashis Ghosal; Aad van der Vaart","2007","https://openalex.org/W3104051756","https://openalex.org/W3104051756","A1-DUP-0265","A1AC-0310","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0265","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0071_birge_forward_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0311","A-C","PHASE2A1-SEARCH-0071","2026-07-31","OpenAlex","Approximation dans les espaces métriques et théorie de l’estimation","Lucien Birgé","1983","10.1007/bf00532480","https://openalex.org/W1854990296","A1-DUP-0266","A1AC-0311","SOURCE_LEDGER_GROUP","AC","A1AC-DUP-0266","FULL_TEXT_UNAVAILABLE","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0071_birge_forward_openalex.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
