"phase2_record_id","workstream","search_source","query_id","date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_record_id","notes"
"B-AUDIT-000053","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Information Theory and an Extension of the Maximum Likelihood Principle","H. Akaike","1998","https://doi.org/10.1007/978-1-4612-1694-0_15","https://openalex.org/W2058815839","B-10.1007/978-1-4612-1694-0_15","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000054","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","The Statistical Analysis of Compositional Data","J. Aitchison","1982","https://doi.org/10.1111/j.2517-6161.1982.tb01195.x","https://openalex.org/W2904250115","B-10.1111/j.2517-6161.1982.tb01195.x","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000055","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","A community-driven global reconstruction of human metabolism","Ines Thiele; Neil Swainston; Ronan M. T. Fleming; Andreas Hoppe; Swagatika Sahoo; Maike K. Aurich; Hulda S. Haraldsdóttir; Monica L. Mo; Óttar Rolfsson; Miranda D. Stobbe; Stefan Gretar Thorleifsson; Rasmus Ågren; Christian Bölling; Sergio Bordel; Arvind K. Chavali; Paul D. Dobson; Warwick B. Dunn; Lukas Endler; David Hala; Michael Hucka; Duncan Hull; Daniel Jameson; Neema Jamshidi; Jón J. Jónsson; Nick Juty; Sarah Keating; Intawat Nookaew; Nicolas Le Novère; Naglis Malys; Alexander Mazein; Jason A. Papin; Nathan D. Price; E Selkov; Martin I. Sigurðsson; Evangelos Simeonidis; Nikolaus Sonnenschein; Kieran Smallbone; Anatoly Sorokin; Hans van Beek; Dieter Weichart; Igor Goryanin; Jens Nielsen; Hans V. Westerhoff; Douglas B. Kell; Pedro Mendes; Bernhard Ø. Palsson","2013","https://doi.org/10.1038/nbt.2488","https://openalex.org/W2132218677","B-10.1038/nbt.2488","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000056","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Control of amino-acid transport by antigen receptors coordinates the metabolic reprogramming essential for T cell differentiation","Linda V. Sinclair; Julia Rolf; Elizabeth Emslie; Yun‐Bo Shi; Peter M. Taylor; Doreen A. Cantrell","2013","https://doi.org/10.1038/ni.2556","https://openalex.org/W1993023349","B-10.1038/ni.2556","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000057","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","13C Metabolic Flux Analysis","Wolfgang Wiechert","2001","https://doi.org/10.1006/mben.2001.0187","https://openalex.org/W1992170087","B-10.1006/mben.2001.0187","DUPLICATE","DUPLICATE_OF_P0001","LEVEL_3_DISCOVERY_ONLY","P0001","backward citation result from the stated anchor."
"B-AUDIT-000058","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Complexity of dopamine metabolism","Johannes Meiser; Daniel Weindl; Karsten Hiller","2013","https://doi.org/10.1186/1478-811x-11-34","https://openalex.org/W2109963281","B-10.1186/1478-811x-11-34","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000059","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","A roadmap for interpreting 13C metabolite labeling patterns from cells","Joerg M. Buescher; Maciek R. Antoniewicz; László G. Boros; Shawn C. Burgess; Henri Brunengraber; Clary B. Clish; Ralph J. DeBerardinis; Olivier Féron; Christian Frezza; Bart Ghesquière; Eyal Gottlieb; Karsten Hiller; Russell G. Jones; Jurre J. Kamphorst; Richard G. Kibbey; Alec C. Kimmelman; Jason W. Locasale; Sophia Y. Lunt; Oliver D.K. Maddocks; Craig R. Malloy; Christian M. Metallo; Emmanuelle J. Meuillet; Joshua Munger; Katharina Nöh; Joshua D. Rabinowitz; Markus Ralser; Uwe Sauer; Gregory Stephanopoulos; Julie St‐Pierre; Daniel A. Tennant; Christoph Wittmann; Matthew G. Vander Heiden; Alexei Vázquez; Karen H. Vousden; Jamey D. Young; Nicola Zamboni; Sarah‐Maria Fendt","2015","https://doi.org/10.1016/j.copbio.2015.02.003","https://openalex.org/W2137386173","B-10.1016/j.copbio.2015.02.003","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000060","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Elementary metabolite units (EMU): A novel framework for modeling isotopic distributions","Maciek R. Antoniewicz; Joanne K. Kelleher; Gregory Stephanopoulos","2006","https://doi.org/10.1016/j.ymben.2006.09.001","https://openalex.org/W2014323212","B-10.1016/j.ymben.2006.09.001","DUPLICATE","DUPLICATE_OF_P0002","LEVEL_3_DISCOVERY_ONLY","P0002","backward citation result from the stated anchor."
"B-AUDIT-000061","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Determination of confidence intervals of metabolic fluxes estimated from stable isotope measurements","Maciek R. Antoniewicz; Joanne K. Kelleher; Gregory Stephanopoulos","2006","https://doi.org/10.1016/j.ymben.2006.01.004","https://openalex.org/W2092493462","B-10.1016/j.ymben.2006.01.004","DUPLICATE","DUPLICATE_OF_P0003","LEVEL_3_DISCOVERY_ONLY","P0003","backward citation result from the stated anchor."
"B-AUDIT-000062","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Metabolite Spectral Accuracy on Orbitraps","Xiaoyang Su; Wenyun Lu; Joshua D. Rabinowitz","2017","https://doi.org/10.1021/acs.analchem.7b00396","https://openalex.org/W2610435987","B-10.1021/acs.analchem.7b00396","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000063","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Metabolic reprogramming, caloric restriction and aging","Rozalyn M. Anderson; Richard Weindruch","2009","https://doi.org/10.1016/j.tem.2009.11.005","https://openalex.org/W2128329787","B-10.1016/j.tem.2009.11.005","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000064","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","A guide to 13C metabolic flux analysis for the cancer biologist","Maciek R. Antoniewicz","2018","https://doi.org/10.1038/s12276-018-0060-y","https://openalex.org/W2796927648","B-10.1038/s12276-018-0060-y","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000065","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Accurate Assessment of Amino Acid Mass Isotopomer Distributions for Metabolic Flux Analysis","Maciek R. Antoniewicz; Joanne K. Kelleher; Gregory Stephanopoulos","2007","https://doi.org/10.1021/ac0708893","https://openalex.org/W2065785909","B-10.1021/ac0708893","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000066","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Methods and advances in metabolic flux analysis: a mini-review","Maciek R. Antoniewicz","2015","https://doi.org/10.1007/s10295-015-1585-x","https://openalex.org/W2091282042","B-10.1007/s10295-015-1585-x","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000067","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","High-resolution 13C metabolic flux analysis","Christopher P. Long; Maciek R. Antoniewicz","2019","https://doi.org/10.1038/s41596-019-0204-0","https://openalex.org/W2970801850","B-10.1038/s41596-019-0204-0","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000068","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Profile likelihood in systems biology","Clemens Kreutz; Andreas Raue; Daniel Kaschek; Jens Timmer","2013","https://doi.org/10.1111/febs.12276","https://openalex.org/W2159482231","B-10.1111/febs.12276","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000069","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Assessing model mimicry using the parametric bootstrap","Eric‐Jan Wagenmakers; Roger Ratcliff; Pablo Gómez; Geoffrey Iverson","2004","https://doi.org/10.1016/j.jmp.2003.11.004","https://openalex.org/W2048009248","B-10.1016/j.jmp.2003.11.004","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000070","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Systems biology: model based evaluation and comparison of potential explanations for given biological data","Gunnar Cedersund; Jacob Roll","2009","https://doi.org/10.1111/j.1742-4658.2008.06845.x","https://openalex.org/W1501949263","B-10.1111/j.1742-4658.2008.06845.x","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000071","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Likelihood based observability analysis and confidence intervals for predictions of dynamic models","Clemens Kreutz; Andreas Raue; Jens Timmer","2012","https://doi.org/10.1186/1752-0509-6-120","https://openalex.org/W2131230954","B-10.1186/1752-0509-6-120","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000072","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Profiling metabolic networks to study cancer metabolism","Karsten Hiller; Christian M. Metallo","2012","https://doi.org/10.1016/j.copbio.2012.11.001","https://openalex.org/W2045305349","B-10.1016/j.copbio.2012.11.001","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000073","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Driving the Model to Its Limit: Profile Likelihood Based Model Reduction","Tim Maiwald; Helge Hass; Bernhard Steiert; Joep Vanlier; Raphael Engesser; Andreas Raue; Friederike Kipkeew; Hans H. Bock; Daniel Kaschek; Clemens Kreutz; Jens Timmer","2016","https://doi.org/10.1371/journal.pone.0162366","https://openalex.org/W2515696031","B-10.1371/journal.pone.0162366","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000074","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Publishing 13C metabolic flux analysis studies: A review and future perspectives","Scott B. Crown; Maciek R. Antoniewicz","2013","https://doi.org/10.1016/j.ymben.2013.08.005","https://openalex.org/W2009378698","B-10.1016/j.ymben.2013.08.005","DUPLICATE","DUPLICATE_OF_B-AUDIT-000033","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000075","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Mass and Information Feedbacks through Receptor Endocytosis Govern Insulin Signaling as Revealed Using a Parameter-free Modeling Framework","Cecilia Brännmark; Robert S. Palmer; S.T. Glad; Gunnar Cedersund; Peter Strålfors","2010","https://doi.org/10.1074/jbc.m110.106849","https://openalex.org/W1972249602","B-10.1074/jbc.m110.106849","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000076","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Understanding metabolism with flux analysis: From theory to application","Ziwei Dai; Jason W. Locasale","2016","https://doi.org/10.1016/j.ymben.2016.09.005","https://openalex.org/W2521505040","B-10.1016/j.ymben.2016.09.005","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000077","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Credibility of <i>In Silico</i> Trial Technologies—A Theoretical Framing","Marco Viceconti; Miguel A. Juárez; Cristina Curreli; Marzio Pennisi; Giulia Russo; Francesco Pappalardo","2019","https://doi.org/10.1109/jbhi.2019.2949888","https://openalex.org/W2982618177","B-10.1109/jbhi.2019.2949888","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000078","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Metabolic reprogramming in type 2 diabetes and the development of breast cancer","Sheree D. Martin; Sean L. McGee","2018","https://doi.org/10.1530/joe-18-0037","https://openalex.org/W2791775476","B-10.1530/joe-18-0037","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000079","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Serum-free growth of human mammary epithelial cells: rapid clonal growth in defined medium and extended serial passage with pituitary extract.","Sally Hammond; R G Ham; Martha R. Stampfer","1984","https://doi.org/10.1073/pnas.81.17.5435","https://openalex.org/W2020333197","B-10.1073/pnas.81.17.5435","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000080","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Conclusions via unique predictions obtained despite unidentifiability – new definitions and a general method","Gunnar Cedersund","2012","https://doi.org/10.1111/j.1742-4658.2012.08725.x","https://openalex.org/W1585358837","B-10.1111/j.1742-4658.2012.08725.x","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000081","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","A Hierarchical Whole-body Modeling Approach Elucidates the Link between in Vitro Insulin Signaling and in Vivo Glucose Homeostasis","Elin Nyman; Cecilia Brännmark; Robert S. Palmer; Jan Brugård; Fredrik H. Nyström; Peter Strålfors; Gunnar Cedersund","2011","https://doi.org/10.1074/jbc.m110.188987","https://openalex.org/W2035803015","B-10.1074/jbc.m110.188987","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000082","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Selection of tracers for 13C-Metabolic Flux Analysis using Elementary Metabolite Units (EMU) basis vector methodology","Scott B. Crown; Maciek R. Antoniewicz","2011","https://doi.org/10.1016/j.ymben.2011.12.005","https://openalex.org/W2076863223","B-10.1016/j.ymben.2011.12.005","DUPLICATE","DUPLICATE_OF_P0005","LEVEL_3_DISCOVERY_ONLY","P0005","backward citation result from the stated anchor."
"B-AUDIT-000083","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","MODELING THE NONLINEAR DYNAMICS OF CELLULAR SIGNAL TRANSDUCTION","Jens Timmer; Thomas Müller; I. Swameye; Olivier Sandra; Ursula Klingmüller","2004","https://doi.org/10.1142/s0218127404010461","https://openalex.org/W2069271582","B-10.1142/s0218127404010461","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000084","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Parallel labeling experiments for pathway elucidation and 13C metabolic flux analysis","Maciek R. Antoniewicz","2015","https://doi.org/10.1016/j.copbio.2015.08.014","https://openalex.org/W1781745633","B-10.1016/j.copbio.2015.08.014","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000085","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Discriminating between rival biochemical network models: three approaches to optimal experiment design","Bence Mélykúti; Elias August; Antonis Papachristodoulou; Hana El‐Samad","2010","https://doi.org/10.1186/1752-0509-4-38","https://openalex.org/W2139417466","B-10.1186/1752-0509-4-38","DUPLICATE","DUPLICATE_OF_P0039","LEVEL_3_DISCOVERY_ONLY","P0039","backward citation result from the stated anchor."
"B-AUDIT-000086","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Eukaryotic metabolism: Measuring compartment fluxes","Judith Wahrheit; Averina Nicolae; Elmar Heinzle","2011","https://doi.org/10.1002/biot.201100032","https://openalex.org/W2067157537","B-10.1002/biot.201100032","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000087","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","OpenFLUX2: 13C-MFA modeling software package adjusted for the comprehensive analysis of single and parallel labeling experiments","М.С. Шуплецов; L. I. Golubeva; Svetlana S Rubina; Dmitry A Podvyaznikov; Shintaro Iwatani; Sergey V. Mashko","2014","https://doi.org/10.1186/s12934-014-0152-x","https://openalex.org/W2127636197","B-10.1186/s12934-014-0152-x","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000088","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Profiling the Metabolism of Human Cells by Deep 13C Labeling","Nina Grankvist; Jeramie D. Watrous; Kim A. Lagerborg; Yaroslav Lyutvinskiy; Mohit Jain; Roland Nilsson","2018","https://doi.org/10.1016/j.chembiol.2018.09.004","https://openalex.org/W2893032201","B-10.1016/j.chembiol.2018.09.004","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000089","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","A model invalidation-based approach for elucidating biological signalling pathways, applied to the chemotaxis pathway in R. sphaeroides","Mark Roberts; Elias August; Abdullah Hamadeh; Philip K. Maini; Patrick McSharry; Judith P. Armitage; Antonis Papachristodoulou","2009","https://doi.org/10.1186/1752-0509-3-105","https://openalex.org/W2150217382","B-10.1186/1752-0509-3-105","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_2_SUPPORTING","","backward citation result from the stated anchor."
"B-AUDIT-000090","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Simultaneous tracing of carbon and nitrogen isotopes in human cells","Roland Nilsson; Mohit Jain","2016","https://doi.org/10.1039/c6mb00009f","https://openalex.org/W2338005732","B-10.1039/c6mb00009f","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000091","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Bayesian model selection validates a biokinetic model for zirconium processing in humans","Daniel Schmidl; Sabine Hug; Wei Bo Li; Matthias Greiter; Fabian J. Theis","2012","https://doi.org/10.1186/1752-0509-6-95","https://openalex.org/W2135144495","B-10.1186/1752-0509-6-95","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000092","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","A scientific workflow framework for 13C metabolic flux analysis","Tolga Dalman; Wolfgang Wiechert; Katharina Nöh","2015","https://doi.org/10.1016/j.jbiotec.2015.12.032","https://openalex.org/W2270595718","B-10.1016/j.jbiotec.2015.12.032","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000093","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Tests for Cycling in a Signalling Pathway","Thomas Müller; Daniel Faller; Jens Timmer; I. Swameye; Olivier Sandra; Ursula Klingmüller","2004","https://doi.org/10.1111/j.1467-9876.2004.05148.x","https://openalex.org/W2136974196","B-10.1111/j.1467-9876.2004.05148.x","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000094","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Pyruvate carboxylase in lactating rat and rabbit mammary gland","Bilquis Gul; R. Dils","1969","https://doi.org/10.1042/bj1110263","https://openalex.org/W4323237986","B-10.1042/bj1110263","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000095","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Mechanistic explanations for counter‐intuitive phosphorylation dynamics of the insulin receptor and insulin receptor substrate‐1 in response to insulin in murine adipocytes","Elin Nyman; Siri Fagerholm; David Jullesson; Peter Strålfors; Gunnar Cedersund","2012","https://doi.org/10.1111/j.1742-4658.2012.08488.x","https://openalex.org/W1577053917","B-10.1111/j.1742-4658.2012.08488.x","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000096","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Combining test statistics and models in bootstrapped model rejection: it is a balancing act","Rikard Johansson; Peter Strålfors; Gunnar Cedersund","2014","https://doi.org/10.1186/1752-0509-8-46","https://openalex.org/W2172187648","B-10.1186/1752-0509-8-46","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000097","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","OpenFLUX2: 13 C-MFA modeling software package adjusted for the comprehensive analysis of single and parallel labeling experiments","М.С. Шуплецов; L. I. Golubeva; Svetlana S Rubina; Dmitry A Podvyaznikov; Shintaro Iwatani; Sergey V. Mashko","2014","https://doi.org/10.1186/preaccept-1256381938128538","https://openalex.org/W4245467297","B-10.1186/preaccept-1256381938128538","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000098","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","A Web Service Framework for Interactive Analysis of Metabolomics Data","Yaroslav Lyutvinskiy; Jeramie D. Watrous; Mohit Jain; Roland Nilsson","2017","https://doi.org/10.1021/acs.analchem.7b00890","https://openalex.org/W2614168493","B-10.1021/acs.analchem.7b00890","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000099","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Pyruvate carboxylase in lactating rat and rabbit mammary gland","Bilquis Gul; R. Dils","1968","https://doi.org/10.1042/bj1090026pb","https://openalex.org/W2410555271","B-10.1042/bj1090026pb","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000100","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","Human breast cancer cells generated by oncogenic transformation of primary mammary epithelial cells","Brian Elenbaas; Lisa Spirio; F. Koerner; Mark D. Fleming; Drazen B. Zimonjic; Joana Liu Donaher; Nicholas C. Popescu; William C. Hahn; Robert A. Weinberg","2001","https://doi.org/10.1101/gad.828901","https://openalex.org/W2027345413","B-10.1101/gad.828901","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
"B-AUDIT-000101","B","OpenAlex","PHASE2-SEARCH-0101","2026-07-31","A Modern Take on the Bias-Variance Tradeoff in Neural Networks","Brady Neal; Sarthak Mittal; Aristide Baratin; Vinayak Tantia; Matthew Scicluna; Simon Lacoste-Julien; Ioannis Mitliagkas","2018","https://doi.org/10.48550/arxiv.1810.08591","https://openalex.org/W2897025488","B-10.48550/arxiv.1810.08591","TITLE_ABSTRACT_EXCLUDED","CITATION_CONTEXT_ONLY_NO_NEW_MODEL_DISCRIMINATION_METHOD_FAMILY","LEVEL_3_DISCOVERY_ONLY","","backward citation result from the stated anchor."
